packet_index,time_boot_ms,roll_rad,pitch_rad,yaw_rad,roll_deg,pitch_deg,yaw_deg,rollspeed_radps,pitchspeed_radps,yawspeed_radps
3,7212467,-0.05437823385000229,0.012849883176386356,-2.167804479598999,-3.115643296980561,0.7362440732430986,-124.20604749057641,0.0639391839504242,0.07919219881296158,0.33810245990753174
9,7212487,-0.05123075470328331,0.014932902529835701,-2.1615612506866455,-2.9353060257681256,0.8555922908398156,-123.8483368233645,0.09131857752799988,0.08282023668289185,0.33402296900749207
21,7212527,-0.043538857251405716,0.019112903624773026,-2.148878812789917,-2.4945927653281075,1.0950887119397872,-123.12168665794519,0.14391672611236572,0.08765635639429092,0.32680025696754456
34,7212567,-0.034650709480047226,0.02282182313501835,-2.13659930229187,-1.9853394103406572,1.3075941464305725,-122.41812253192052,0.18704213201999664,0.08646269142627716,0.32106876373291016
49,7212587,-0.029929611831903458,0.02460891380906105,-2.1305019855499268,-1.7148404404328803,1.4099868996604088,-122.06877201625271,0.20381605625152588,0.08496861904859543,0.31899118423461914
54,7212627,-0.020101284608244896,0.027796538546681404,-2.118434429168701,-1.1517187708437149,1.5926243437975516,-121.37735196657232,0.22804635763168335,0.07998200505971909,0.3151266872882843
67,7212667,-0.010149946436285973,0.030883777886629105,-2.106414556503296,-0.5815490930830368,1.7695101283233088,-120.68866399255992,0.24054062366485596,0.07502466440200806,0.31144070625305176
76,7212687,-0.005246191751211882,0.03226924315094948,-2.100494384765625,-0.3005846458607872,1.8488914406308432,-120.34946313799875,0.24259592592716217,0.0729941874742508,0.30969470739364624
85,7212727,0.003969054669141769,0.034981317818164825,-2.0887091159820557,0.22741008119851672,2.00428187278663,-119.67421697627296,0.23769982159137726,0.06860616058111191,0.30610519647598267
98,7212767,0.011631777510046959,0.03740308806300163,-2.07712721824646,0.6664517595608802,2.143039086766143,-119.0106231172712,0.21682636439800262,0.06678922474384308,0.301730215549469
107,7212787,0.01490257028490305,0.038599785417318344,-2.071233034133911,0.8538543812220175,2.211604794522962,-118.67291124394909,0.199284166097641,0.06519585847854614,0.29850566387176514
