ping_number,pwr_up_msec,range_m,angle_deg,surveyor_y_m,surveyor_z_m,boat_x_m,boat_y_m,boat_z_m,x_sonar_m,y_sonar_m,z_sonar_m,x_boat_m,y_boat_m,z_boat_m,map_x_m,map_y_m,map_z_m,roll_rad,pitch_rad,yaw_rad_original,yaw_rad_used,altitude_m
54220,7274779,1.205286243930459,1.9999999845072665,0.0420638829699109,-1.204552016127775,51.640472412109375,42.45494842529297,17.513690948486328,1.204552016127775,0.0,-0.0420638829699109,1.2010965660686581,0.15800385312619647,0.03961083632318922,52.16334733726173,43.5484173258707,17.52342609589714,-0.0435388572514057,0.019112903624773,-2.148878812789917,0.9927138407998761,-0.03961083632318922
54223,7274929,1.2129715760238469,0.9999999922536332,0.0211692727776722,-1.2127868345805208,51.64736557006836,42.43796920776367,17.495361328125,1.2127868345805208,0.0,-0.0211692727776722,1.2103339634054806,0.1589954094892744,0.060057945567671495,52.128467747760574,43.561309243211845,17.51640080094134,-0.0101499464362859,0.0308837778866291,-2.106414556503296,1.0351780970864972,-0.060057945567671495
54231,7275329,0.8553068619221449,-14.000000104994276,-0.2069174588763979,-0.8299005923984156,51.67673873901367,42.40443801879883,17.39590835571289,0.8299005923984156,0.0,0.2069174588763979,0.8389483273442399,0.16981929411906527,0.3061899923593847,51.88287147906714,43.24688902025545,17.668324955156855,0.0045376596972346,0.0408773086965084,-2.0062031745910645,1.1353894789987287,-0.3061899923593847
54232,7275379,0.7803069020155817,-12.000000333930425,-0.1622349318032207,-0.7632553230970348,51.68328094482422,42.400489807128906,17.374216079711914,0.7632553230970348,0.0,0.1622349318032207,0.7702167800476796,0.1676988791589303,0.2648427023331168,51.84090856513451,43.18236105105955,17.609437997370414,-0.0158939640969038,0.0347553119063377,-1.9869413375854488,1.1546513160043443,-0.2648427023331168
54233,7275429,0.9698976064100862,-22.999999501668448,-0.3789691785065464,-0.8927954573484835,51.68479919433594,42.39960861206055,17.37068748474121,0.8927954573484835,0.0,0.3789691785065464,0.9101044724296599,0.1779840301829687,0.4747951475782212,51.882125757132584,43.322701079785084,17.811551887415725,-0.0214733015745878,0.0326922573149204,-1.982046604156494,1.1595460494332992,-0.4747951475782212
54235,7275529,0.9702866664156318,-18.000000500895634,-0.2998350774051977,-0.922797454147647,51.69273376464844,42.3960075378418,17.353376388549805,0.922797454147647,0.0,0.2998350774051977,0.9362373924812433,0.17422871143035368,0.3943880966454871,51.86896415981523,43.34350941300001,17.718918607908176,-0.049828827381134,0.0209299493581056,-1.9570071697235107,1.1845854838662824,-0.3943880966454871
54238,7275679,0.7263845909619704,-28.99999966863366,-0.3521582340227888,-0.6353102802544122,51.69989013671875,42.38636016845703,17.350467681884766,0.6353102802544122,0.0,0.3521582340227888,0.6516234266096099,0.1767117134295854,0.460534245463393,51.71814833433083,43.07490040986738,17.790366403402274,-0.0843238532543182,0.0063027581200003,-1.914561629295349,1.2270310242944442,-0.460534245463393
54239,7275729,0.7177928346209228,-28.99999966863366,-0.3479928679372962,-0.6277957608155019,51.7004508972168,42.38526153564453,17.355253219604492,0.6277957608155019,0.0,0.3479928679372962,0.6439159534924642,0.17651404545642774,0.4567429313713142,51.71309648926074,43.066301748596416,17.791628500879074,-0.0856671780347824,0.005564272403717,-1.9104100465774536,1.2311826070123395,-0.4567429313713142
54241,7275829,0.4038073966512456,-6.000000166965211,-0.0422093677983524,-0.401595297358323,51.699214935302734,42.378684997558594,17.380861282348633,0.401595297358323,0.0,0.0422093677983524,0.40316756628795813,0.162003050874694,0.16263437365810507,51.66233186758824,42.81732462584693,17.52740114145007,-0.0845124125480651,0.0045577902346849,-1.8961414098739624,1.2454512437158307,-0.16263437365810507
54242,7275879,0.4038073966512456,-12.000000333930425,-0.0839562809045136,-0.3949832357036674,51.69673538208008,42.37436294555664,17.40241813659668,0.3949832357036674,0.0,0.0839562809045136,0.3985857769613166,0.1639841559036192,0.20460587044638961,51.65318912788302,42.81054583072546,17.590761444509692,-0.0773812979459762,0.0074472478590905,-1.89271080493927,1.248881848650523,-0.20460587044638961
54243,7275929,0.4349691735114902,3.0000000834826057,0.0227645282648284,-0.434373063343192,51.69514083862305,42.37178039550781,17.416027069091797,0.434373063343192,0.0,-0.0227645282648284,0.4327590008195092,0.15891970643884792,0.09622030058588098,51.67495942077734,42.83543375365588,17.496104818694963,-0.070560373365879,0.010846902616322,-1.8914908170700075,1.2501018365197856,-0.09622030058588098
54244,7275979,0.4349691735114902,-3.0000000834826057,-0.0227645282648284,-0.434373063343192,51.69218826293945,42.3681869506836,17.43598175048828,0.434373063343192,0.0,0.0227645282648284,0.4349647231157156,0.16108029356115208,0.14164454126109355,51.668990322195135,42.836232560951146,17.560879747479607,-0.0585549250245094,0.0162313319742679,-1.89043402671814,1.251158626871653,-0.14164454126109355
54248,7276179,0.7520150975324214,-9.99999970909292,-0.1305860475043348,-0.7405902990951831,51.67925262451172,42.35660934448242,17.447940826416016,0.7405902990951831,0.0,0.1305860475043348,0.7460451529916166,0.16619697736118658,0.2343659583006366,51.753670229236604,43.12616583993472,17.651354268475874,-0.0159912817180156,0.0376749411225318,-1.888789176940918,1.2528034766488751,-0.2343659583006366
54252,7276379,0.8783403318375349,-25.99999958515105,-0.3850390528227433,-0.7894470636678786,51.661598205566406,42.34244537353516,17.383750915527344,0.7894470636678786,0.0,0.3850390528227433,0.8071717705651672,0.17827207683451832,0.48586356058902397,51.75849025369527,43.185676674429146,17.82978174886343,-0.0004278081469237,0.0485635064542293,-1.8970597982406616,1.2445328553491315,-0.48586356058902397
54253,7276429,0.8181199373211712,-26.99999904379616,-0.3714186670259441,-0.7289502079203132,51.655982971191406,42.337501525878906,17.364513397216797,0.7289502079203132,0.0,0.3714186670259441,0.7460862521772972,0.1776257197079609,0.4752086964253878,51.73518064239789,43.1224582303564,17.802222887768874,-0.0030190353281795,0.0488014779984951,-1.9003071784973145,1.2412854750924787,-0.4752086964253878
54254,7276479,0.9399949922226368,-31.999999752116263,-0.4981214512126898,-0.797160965706048,51.65252685546875,42.333740234375,17.353120803833008,0.797160965706048,0.0,0.4981214512126898,0.820355037909907,0.18363841631843536,0.5983114906408373,51.75174997942192,43.19658536128676,17.910198136563906,-0.0061897537671029,0.0480428077280521,-1.9026926755905151,1.238899977999278,-0.5983114906408373
54255,7276529,0.870297197252512,-31.999999752116263,-0.4611872472391645,-0.738053883215541,51.64771270751953,42.32680892944336,17.34517478942871,0.738053883215541,0.0,0.4611872472391645,0.7595281848861928,0.18188569900864937,0.56432907523285,51.72814659849611,43.1291517055714,17.87263022363245,-0.011313478462398,0.0450553633272647,-1.9063516855239868,1.2352409680658063,-0.56432907523285
54256,7276579,0.4952972230967134,-18.999999959540737,-0.1612530025006538,-0.4683127249945699,51.644020080566406,42.32135772705078,17.342554092407227,0.4683127249945699,0.0,0.1612530025006538,0.47557372053554653,0.16765228157998077,0.27816807927272513,51.64335360234992,42.83753393142916,17.5979299200605,-0.0144895790144801,0.0422517880797386,-1.908532977104187,1.233059676485606,-0.27816807927272513
54258,7276679,0.6974695570534095,-14.000000104994276,-0.1687331586055661,-0.6767517301073328,51.63415145874024,42.303199768066406,17.354642868041992,0.6767517301073328,0.0,0.1687331586055661,0.6841298068724588,0.16800725333175803,0.2755214900265357,51.702531257740695,43.01415533551077,17.60371816890176,-0.0194605141878128,0.0335836112499237,-1.9118176698684688,1.2297749837213243,-0.2755214900265357
54262,7276879,0.8482662378810346,-33.000000918308665,-0.4619989166375797,-0.7114159200879234,51.609657287597656,42.24491882324219,17.412511825561523,0.7114159200879234,0.0,0.4619989166375797,0.7329608937453144,0.18192421688236463,0.5664308470115745,51.67557814808899,43.00656910975441,17.966330638985536,-0.0198067892342805,0.012083813548088,-1.912490725517273,1.2291019280725202,-0.5664308470115745
54263,7276929,0.680293160257861,-18.000000500895634,-0.2102221533329484,-0.6469972412164414,51.600852966308594,42.2220344543457,17.427043914794922,0.6469972412164414,0.0,0.2102221533329484,0.6564203307415287,0.1699761188114751,0.3183580957968243,51.65594782761777,42.90137276610988,17.737841957200487,-0.0190947577357292,0.0064744912087917,-1.9129433631896973,1.2286492904000959,-0.3183580957968243
54264,7276979,0.8302931673824787,-33.99999866940647,-0.464294031014949,-0.688344242778218,51.59323501586914,42.20588684082031,17.435117721557617,0.688344242778218,0.0,0.464294031014949,0.7100275590414099,0.1820331318247318,0.5698396797710978,51.65108040688548,42.94124552493581,17.998938590944288,-0.0188636016100645,0.0034933595452457,-1.9136754274368288,1.2279172261529643,-0.5698396797710978
54269,7277229,2.2275251685641706,-0.9999999922536332,-0.0388756742899457,-2.227185905696994,51.529632568359375,42.08464813232422,17.40300750732422,2.227185905696994,0.0,0.0388756742899457,2.226448182962476,0.1618448500286193,0.07076516990489452,52.144785603380626,44.23094534887646,17.46017373768467,-0.0268026646226644,0.0041481424123048,-1.9233022928237915,1.2182903607660016,-0.07076516990489452
54273,7277429,0.9985658107325436,-7.000000052497138,-0.1216945606089179,-0.9911226524916804,51.47014617919922,41.97819900512695,17.286264419555664,0.9911226524916804,0.0,0.1216945606089179,0.9958519007485901,0.16577503072866936,0.21334384200084622,51.659772261558345,42.9744555789928,17.476613446019062,-0.0360713824629783,0.0169189237058162,-1.930672287940979,1.2109203656488141,-0.21334384200084622
54274,7277479,1.054815802490339,3.0000000834826057,0.0552047952183092,-1.0533702140122634,51.45739364624024,41.95625305175781,17.259347915649414,1.0533702140122634,0.0,-0.0552047952183092,1.0494560546651917,0.1573802494773766,0.03383266313452914,51.68032324213544,42.99429538522713,17.265806390186142,-0.0370492078363895,0.0205031149089336,-1.9322144985198972,1.2093781550698959,-0.03383266313452914
54275,7277529,0.7914797170087695,4.99999985454646,0.0689820006039669,-0.788467897906412,51.43936538696289,41.92282485961914,17.219308853149414,0.788467897906412,0.0,-0.0689820006039669,0.7841980375691227,0.15672645045744302,0.03293523370215991,51.570924504674444,42.712301145549084,17.225128176176028,-0.0375368669629097,0.0270388014614582,-1.934447169303894,1.207145484285899,-0.03293523370215991
54276,7277579,0.9664797107689084,-0.9999999922536332,-0.0168673965950794,-0.9663325112299892,51.42625045776367,41.90057373046875,17.19467544555664,0.9663325112299892,0.0,0.0168673965950794,0.9660124277287355,0.1608004444336857,0.109960358019845,51.6184117019029,42.864357832034926,17.267629784779384,-0.0369188897311687,0.0320366658270359,-1.936033606529236,1.205559047060557,-0.109960358019845
54277,7277629,0.6749075255356729,-34.99999983559887,-0.3871110517769333,-0.552851880359325,51.40519714355469,41.8672981262207,17.163599014282227,0.552851880359325,0.0,0.3871110517769333,0.5709554104831107,0.17837040380632663,0.4994059202750282,51.43483108530034,42.488523388864245,17.633081024022527,-0.0349083356559276,0.0402844958007335,-1.938551902770996,1.203040750818797,-0.4994059202750282
54278,7277679,0.7405325013678521,-36.99999875288908,-0.4456635715826738,-0.591415561636911,51.39176559448242,41.844425201416016,17.14545249938965,0.591415561636911,0.0,0.4456635715826738,0.612310370438101,0.18114902102165015,0.5559532602900344,51.435830476042476,42.51021566310965,17.66660922487743,-0.0330457054078578,0.045639019459486,-1.9403902292251587,1.2012024243646344,-0.5559532602900344
