packet_index,pwr_up_msec,utc_msec,utc_iso,up_vec_x,up_vec_y,up_vec_z,pitch_rad,roll_rad,pitch_deg,roll_deg
6,7274828,1776876265712,2026-04-22T16:44:25.712000+00:00,0.04065428674221039,0.8588984608650208,0.5105297565460205,0.04066549378398179,1.0345042083696694,2.3299611656376404,59.27272502810435
20,7274878,1776876265762,2026-04-22T16:44:25.762000+00:00,0.031779445707798004,0.8620336055755615,0.5058538317680359,0.03178479732635937,1.0401284555582337,1.8211347394790949,59.5949706549474
38,7274928,1776876265812,2026-04-22T16:44:25.812000+00:00,0.021167682483792305,0.8651530146598816,0.5010610818862915,0.02116926357261726,1.0458421286654775,1.2129094581110038,59.922340009509874
53,7274978,1776876265862,2026-04-22T16:44:25.862000+00:00,0.009626489132642746,0.867614209651947,0.49714481830596924,0.009626637818833585,1.0504647711190738,0.5515657179201888,60.18719791229894
70,7275028,1776876265912,2026-04-22T16:44:25.912000+00:00,-0.0016633749473839998,0.8695366382598877,0.49386563897132874,-0.0016633757144270843,1.0542657495478547,-0.09530440818123001,60.404977934288354
84,7275078,1776876265962,2026-04-22T16:44:25.962000+00:00,-0.012019243091344833,0.870564341545105,0.4919077754020691,-0.01201953249788451,1.056475895501731,-0.6886684838491186,60.53160996955338
101,7275128,1776876266012,2026-04-22T16:44:26.012000+00:00,-0.0203932486474514,0.8707929253578186,0.4912268817424774,-0.020394662451701552,1.0571812970800256,-1.168528083076431,60.57202650285153
115,7275178,1776876266062,2026-04-22T16:44:26.062000+00:00,-0.025645753368735313,0.871224045753479,0.49021533131599426,-0.025648565423032038,1.0582745129297275,-1.4695545493049107,60.63466315713625
134,7275228,1776876266112,2026-04-22T16:44:26.112000+00:00,-0.02809934690594673,0.8714550733566284,0.4896698594093323,-0.028103045969398815,1.058863420576164,-1.6101859255086914,60.668405079800046
149,7275278,1776876266162,2026-04-22T16:44:26.162000+00:00,-0.026747575029730797,0.8710286617279053,0.4905035197734833,-0.026750765405577893,1.0579274176902205,-1.5327059564841812,60.61477606482342
166,7275328,1776876266212,2026-04-22T16:44:26.212000+00:00,-0.02103586494922638,0.8700048923492432,0.4925941526889801,-0.02103741667997503,1.0556029061779115,-1.2053551876206896,60.481591365738545
180,7275378,1776876266262,2026-04-22T16:44:26.262000+00:00,-0.013012670911848545,0.8686084151268005,0.49532824754714966,-0.013013038178236961,1.0525353905143318,-0.7455921662555873,60.30583566462515
197,7275428,1776876266312,2026-04-22T16:44:26.312000+00:00,-0.0018666955875232816,0.8662996888160706,0.49952101707458496,-0.0018666966716247516,1.0477495061160813,-0.10695384091521641,60.031624687367895
211,7275478,1776876266362,2026-04-22T16:44:26.362000+00:00,0.011521835811436176,0.8633319735527039,0.5045048594474792,0.011522090752469369,1.0419491408896673,0.6601671712832098,59.699288240259925
228,7275528,1776876266412,2026-04-22T16:44:26.412000+00:00,0.025360990315675735,0.8599324822425842,0.509777307510376,0.02536370971573352,1.035679734308863,1.4532335195064916,59.3400777031283
242,7275578,1776876266462,2026-04-22T16:44:26.462000+00:00,0.038887761533260345,0.8562387228012085,0.5151144862174988,0.03889756959733404,1.0292000967732162,2.2286665712436258,58.968821819561185
260,7275628,1776876266512,2026-04-22T16:44:26.512000+00:00,0.05096986144781113,0.8527069091796875,0.5198970437049866,0.050991956616274266,1.0232735821059993,2.9216239032267097,58.62925754190728
274,7275678,1776876266562,2026-04-22T16:44:26.562000+00:00,0.06067512929439545,0.8515917658805847,0.5206822156906128,0.06071242006369593,1.0220203655352924,3.4785654336751572,58.55745352158991
293,7275728,1776876266612,2026-04-22T16:44:26.612000+00:00,0.06804139167070389,0.8494791984558105,0.5232164859771729,0.06809400243951139,1.018748623478267,3.901498949937534,58.369996510066905
307,7275778,1776876266662,2026-04-22T16:44:26.662000+00:00,0.07213793694972992,0.8486911058425903,0.5239461064338684,0.07220065013739267,1.0177113829574276,4.136792530973247,58.31056700588286
324,7275828,1776876266712,2026-04-22T16:44:26.712000+00:00,0.07278110831975937,0.8486826419830322,0.5238707661628723,0.07284551664457231,1.0177712030569384,4.1737406601839835,58.31399444511488
341,7275878,1776876266762,2026-04-22T16:44:26.762000+00:00,0.06907269358634949,0.849323034286499,0.5233348608016968,0.06912773657334552,1.018565498113028,3.960727552944842,58.35950419951693
356,7275928,1776876266812,2026-04-22T16:44:26.812000+00:00,0.061963845044374466,0.8513349890708923,0.5209503769874573,0.06200356559523917,1.021656935789791,3.55254262336976,58.53663053102318
374,7275978,1776876266862,2026-04-22T16:44:26.862000+00:00,0.052969686686992645,0.8534554243087769,0.5184670686721802,0.052994488297026326,1.0248864409308256,3.036360516875042,58.721667545520255
388,7276028,1776876266912,2026-04-22T16:44:26.912000+00:00,0.042699504643678665,0.8564233183860779,0.5145053863525391,0.04271249059655927,1.0298177496987835,2.447245443675062,59.0042107254001
405,7276078,1776876266962,2026-04-22T16:44:26.962000+00:00,0.031230608001351357,0.8600735068321228,0.5092132687568665,0.031235687031039575,1.036237111821006,1.7896730370700884,59.372013082169595
419,7276128,1776876267012,2026-04-22T16:44:27.012000+00:00,0.019678592681884766,0.8629573583602905,0.50489342212677,0.019679862982623936,1.0414245507033588,1.1275730903000918,59.66923143661047
436,7276178,1776876267062,2026-04-22T16:44:27.062000+00:00,0.008254023268818855,0.865678608417511,0.5005320906639099,0.008254116994613477,1.0465633278196853,0.4729260673985595,59.963661677234384
450,7276228,1776876267112,2026-04-22T16:44:27.112000+00:00,-0.002421845216304064,0.8674829006195068,0.4974610209465027,-0.0024218475837989293,1.0501251328652779,-0.1387616451756346,60.16773807379524
468,7276278,1776876267162,2026-04-22T16:44:27.162000+00:00,-0.011399876326322556,0.8681032657623291,0.49625271558761597,-0.01140012325672727,1.0514820172075385,-0.6531789485394076,60.24548181989416
482,7276328,1776876267212,2026-04-22T16:44:27.212000+00:00,-0.017736084759235382,0.8683664798736572,0.49560579657554626,-0.01773701476041718,1.052174384373581,-1.0162560869331494,60.285151536381825
499,7276378,1776876267262,2026-04-22T16:44:27.262000+00:00,-0.021573029458522797,0.8712764978408813,0.4903181493282318,-0.02157470314122739,1.0582106123430446,-1.2361394342399692,60.63100192321092
513,7276428,1776876267312,2026-04-22T16:44:27.312000+00:00,-0.021846741437911987,0.8718276619911194,0.48932522535324097,-0.021848479647128317,1.0593465051160584,-1.2518256725579306,60.69608378508402
530,7276478,1776876267362,2026-04-22T16:44:27.362000+00:00,-0.019105827435851097,0.8717578053474426,0.4895644783973694,-0.019106990001940893,1.0591036327873764,-1.0947498863098737,60.68216822569003
547,7276528,1776876267412,2026-04-22T16:44:27.412000+00:00,-0.015077980235219002,0.8738871216773987,0.485895037651062,-0.015078551612138289,1.0633462031262328,-0.8639373685457074,60.92524960039388
561,7276578,1776876267462,2026-04-22T16:44:27.462000+00:00,-0.009951016865670681,0.8723954558372498,0.48869940638542175,-0.009951181102476316,1.060170184751939,-0.5701606783422345,60.743277151890844
579,7276628,1776876267512,2026-04-22T16:44:27.512000+00:00,-0.0041827429085969925,0.8733826279640198,0.4870167374610901,-0.004182755105110007,1.0621206828027894,-0.23965421425960245,60.85503245815307
593,7276678,1776876267562,2026-04-22T16:44:27.562000+00:00,0.0003811100614257157,0.8727871179580688,0.48810091614723206,0.0003811100706514304,1.0608837454165128,0.02183599857825958,60.784161166397475
612,7276728,1776876267612,2026-04-22T16:44:27.612000+00:00,0.004483142402023077,0.8730677366256714,0.4875783622264862,0.004483157419614326,1.061476800003432,0.2568659990366615,60.81814069124882
626,7276778,1776876267662,2026-04-22T16:44:27.662000+00:00,0.007375540677458048,0.872789204120636,0.48804154992103577,0.007375607548943232,1.0609365791940628,0.42259118389927697,60.787188318866825
643,7276828,1776876267712,2026-04-22T16:44:27.712000+00:00,0.009147053584456444,0.8725472092628479,0.48844414949417114,0.009147181142770758,1.0604670586425713,0.5240948739224177,60.76028677287171
657,7276878,1776876267762,2026-04-22T16:44:27.762000+00:00,0.010234072804450989,0.8714566230773926,0.49036577343940735,0.01023425145926611,1.0582574505997993,0.586379415091552,60.63368555764271
672,7276928,1776876267812,2026-04-22T16:44:27.812000+00:00,0.010065804235637188,0.8711629509925842,0.490890771150589,0.010065974221964617,1.0576558690912221,0.5767378396060551,60.59921747616812
690,7276978,1776876267862,2026-04-22T16:44:27.862000+00:00,0.00966255459934473,0.869612455368042,0.493640273809433,0.009662704963001739,1.0544991675101112,0.5536322130601139,60.418351798388194
707,7277028,1776876267912,2026-04-22T16:44:27.912000+00:00,0.009356928057968616,0.8691533207893372,0.49445417523384094,0.009357064599802574,1.0535646566510826,0.5361203101999562,60.36480827025671
721,7277078,1776876267962,2026-04-22T16:44:27.962000+00:00,0.008744671940803528,0.8686320185661316,0.49538055062294006,0.008744783394444062,1.0525016469244122,0.5010391812577305,60.30390229933714
738,7277128,1776876268012,2026-04-22T16:44:28.012000+00:00,0.008664282038807869,0.8684344291687012,0.49572834372520447,0.008664390446765858,1.0521016304279653,0.49643300465315343,60.280983042355125
752,7277178,1776876268062,2026-04-22T16:44:28.062000+00:00,0.009360994212329388,0.8692663311958313,0.4942554533481598,0.00936113093225259,1.0537932749303196,0.5363532938874391,60.377907132776535
769,7277228,1776876268112,2026-04-22T16:44:28.112000+00:00,0.010721532627940178,0.8698827624320984,0.4931420087814331,0.010721738047517146,1.0550659585266111,0.6143103391675682,60.450826531499565
784,7277278,1776876268162,2026-04-22T16:44:28.162000+00:00,0.012309465557336807,0.8708939552307129,0.49131688475608826,0.012309776439608129,1.0571525435261777,0.705298236739123,60.57037904557004
801,7277328,1776876268212,2026-04-22T16:44:28.212000+00:00,0.014284370467066765,0.8721771836280823,0.4889814257621765,0.014284856283213182,1.0598174293473708,0.8184619759790511,60.72306575600866
815,7277378,1776876268262,2026-04-22T16:44:28.262000+00:00,0.016294818371534348,0.8730568885803223,0.4873460531234741,0.016295539560740632,1.0616743605246495,0.9336656417189056,60.82946007531299
832,7277428,1776876268312,2026-04-22T16:44:28.312000+00:00,0.0183103084564209,0.8742787837982178,0.4850786626338959,0.0183113317523854,1.0642501838399279,1.0491620266755772,60.977043880049834
846,7277478,1776876268362,2026-04-22T16:44:28.362000+00:00,0.01995440013706684,0.8754554986953735,0.4828866720199585,0.019955724608537968,1.0667383090182392,1.1433787971945824,61.11960295166731
863,7277528,1776876268412,2026-04-22T16:44:28.412000+00:00,0.021164139732718468,0.8767597675323486,0.4804626703262329,0.021165720027707897,1.0694913967897492,1.2127064279431823,61.27734326160391
877,7277578,1776876268462,2026-04-22T16:44:28.462000+00:00,0.02188299037516117,0.8785591125488281,0.47713202238082886,0.02188473725229504,1.0732778568066792,1.2539030803092357,61.49429143986903
895,7277628,1776876268512,2026-04-22T16:44:28.512000+00:00,0.021458109840750694,0.8805047869682312,0.4735513925552368,0.021459756914873722,1.0773539209805663,1.2295535005989484,61.72783271405724
909,7277678,1776876268562,2026-04-22T16:44:28.562000+00:00,0.020070530474185944,0.8828614354133606,0.46920445561408997,0.020071878207738435,1.082299568771889,1.1500339082040234,62.01119745945823
928,7277728,1776876268612,2026-04-22T16:44:28.612000+00:00,0.018188556656241417,0.8857864141464233,0.46373653411865234,0.01818955967284643,1.0885017139175113,1.042185000455463,62.366554200229935
942,7277778,1776876268662,2026-04-22T16:44:28.662000+00:00,0.015474366024136543,0.8882566094398499,0.45908689498901367,0.015474983662334293,1.0937673466519127,0.8866512518856569,62.66825273237707
959,7277828,1776876268712,2026-04-22T16:44:28.712000+00:00,0.012638518586754799,0.8905603289604187,0.4546894431114197,0.012638855073904012,1.0987320312074602,0.724153053612206,62.95270820402373
973,7277878,1776876268762,2026-04-22T16:44:28.762000+00:00,0.010050698183476925,0.8919073343276978,0.4521065652370453,0.010050867405618532,1.10164509283962,0.5758722827875451,63.119614341007974
988,7277928,1776876268812,2026-04-22T16:44:28.812000+00:00,0.008082613348960876,0.8926458954811096,0.4506860673427582,0.008082701355902453,1.1032460875107801,0.4631046747578785,63.21134457868838
