nx_bin,ny_bin,packet_index,ping_number,pwr_up_msec,utc_msec,utc_iso,ping_hz,sos_mps,listening_sec,pulse_sec,point_index,angle_rad,angle_deg,tof_s,range_m,y_m,z_m,reserved0,reserved1,beam_order,beam_count,beam_order_reversed,t_sync,boat_x_m,boat_y_m,boat_z_m,roll_rad,pitch_rad,yaw_rad,map_x_m,map_y_m,map_z_m,x_boat_m,y_boat_m,z_boat_m,altitude_like_sonarview_m
42.5,14.5,12397,55001,7313829,1776876304713,2026-04-22T16:45:04.713000+00:00,240000,1500.0,0.0044265026226639,9.999999747378752e-05,11,0.593411922454834,33.99999866940647,0.0037181691732257,2.4673603990815476,1.5593803079893966,-2.3118764955039137,4294967295,4294967295,11,12,0,7313829,42.87295150756836,17.14419174194336,16.8514461517334,-0.0374813228845596,0.0428167097270488,-1.78420889377594,42.64060496497125,14.68779551513079,1.470264606917848,2.384702192441721,0.2340005892725229,1.5836617476263375,1.470264606917848
42.5,14.75,12554,55011,7314329,1776876305213,2026-04-22T16:45:05.213000+00:00,240000,1500.0,0.0035502319224178,9.999999747378752e-05,7,0.2443460971117019,14.000000104994276,0.0027002322021871,2.00452190317378,0.4899339732851779,-1.965017823403481,4294967295,4294967295,7,8,0,7314329,42.79833984375,16.91813850402832,16.91031837463379,-0.0171428173780441,0.0172053687274456,-1.7376902103424072,42.65658054067791,14.918635475699544,0.49602659702630747,1.9864408234505033,0.18324987852031935,0.5335004987931162,0.49602659702630747
42.5,15.0,12415,55002,7313879,1776876304763,2026-04-22T16:45:04.763000+00:00,240000,1500.0,0.0044265026226639,9.999999747378752e-05,5,-0.1919862180948257,-11.000000021511672,0.0026348358951509,1.9063260791188286,-0.3770627933301562,-1.939819903811269,4294967295,4294967295,5,10,4,7313879,42.8653450012207,17.12295913696289,16.84819221496582,-0.0358465835452079,0.0458851233124733,-1.7805386781692505,42.596684788264135,15.235659264154465,-0.42284118056855646,1.9192696214504423,0.14210643756611757,-0.3302781623009945,-0.42284118056855646
42.5,15.25,12617,55015,7314529,1776876305413,2026-04-22T16:45:05.413000+00:00,240000,1500.0,0.0035502319224178,9.999999747378752e-05,2,-0.3316125571727752,-18.999999959540737,0.0020002319943159,1.399373933503456,-0.4884088781550798,-1.4184423799452597,4294967295,4294967295,2,8,5,7314529,42.777957916259766,16.85837173461914,16.966928482055664,-0.0291181914508342,-0.0016713064396753,-1.7158302068710327,42.69985801413468,15.461178902166516,-0.4175586971584887,1.3931113667412574,0.13682249506151037,-0.4160805162983213,-0.4175586971584887
42.5,15.5,12731,55022,7314879,1776876305763,2026-04-22T16:45:05.763000+00:00,240000,1500.0,0.0026739612221717,9.999999747378752e-05,0,-0.5410520434379578,-30.99999858592387,0.0017614613752812,1.0950613230253217,-0.6804147288669778,-1.1324003360484514,4294967295,4294967295,0,9,8,7314879,42.74679183959961,16.78769874572754,17.043392181396484,-0.0459713488817215,0.0126165831461548,-1.6696263551712036,42.738996758606746,15.692665167293397,-0.6128189097826416,1.0981039510027155,0.12771083318938345,-0.5937709771043486,-0.6128189097826416
42.5,15.75,12554,55011,7314329,1776876305213,2026-04-22T16:45:05.213000+00:00,240000,1500.0,0.0035502319224178,9.999999747378752e-05,0,-0.6632251143455505,-37.99999991908148,0.0017168986378237,0.9691789205359297,-0.7927712598273353,-1.0147009432130183,4294967295,4294967295,0,8,7,7314329,42.79833984375,16.91813850402832,16.91031837463379,-0.0171428173780441,0.0172053687274456,-1.7376902103424072,42.747212267560535,15.950309102240908,-0.718827429682427,0.9750997973930334,0.12237893983592482,-0.7001602915645353,-0.718827429682427
42.5,16.0,12446,55004,7313979,1776876304863,2026-04-22T16:45:04.863000+00:00,240000,1500.0,0.0044265026226639,9.999999747378752e-05,0,-0.6632251143455505,-37.99999991908148,0.0018015026580542,0.98835174726605,-0.8318368366918989,-1.0647026015731702,4294967295,4294967295,0,10,9,7313979,42.84738159179688,17.071796417236328,16.844072341918945,-0.0315468236804008,0.0513373129069805,-1.7709013223648071,42.74701264458797,16.088554203557507,-0.796514847312651,1.0231500207247608,0.1205250779566658,-0.7415610689537371,-0.796514847312651
42.75,15.25,12827,55028,7315179,1776876306063,2026-04-22T16:45:06.063000+00:00,240000,1500.0,0.0026739612221717,9.999999747378752e-05,10,0.2268927991390228,12.999999792575526,0.0016864613862708,1.2644990430194432,0.2845284457521924,-1.2324281186789343,4294967295,4294967295,10,11,0,7315179,42.7307014465332,16.753692626953125,17.050432205200195,-0.0146871991455554,0.0201388485729694,-1.6371997594833374,42.826076292723265,15.492795538166213,0.3363721401568484,1.2447621090920067,0.17350233329392567,0.3640992702288305,0.3363721401568484
42.75,15.5,12892,55032,7315379,1776876306263,2026-04-22T16:45:06.263000+00:00,240000,1500.0,0.0026739612221717,9.999999747378752e-05,0,-0.593411922454834,-33.99999866940647,0.0016614613123238,0.9951747026689124,-0.6968080074409934,-1.0330604061294215,4294967295,4294967295,0,10,9,7315379,42.72649383544922,16.741668701171875,17.08100700378418,-0.0086216144263744,0.0168883148580789,-1.618817687034607,42.800650358446056,15.749260771473015,-0.6231490032922486,0.9980867348785738,0.12693288808620978,-0.6053084178481287,-0.6231490032922486
42.75,15.75,13019,55040,7315779,1776876306663,2026-04-22T16:45:06.663000+00:00,240000,1500.0,0.0026739612221717,9.999999747378752e-05,1,-0.3665191531181335,-21.00000058437824,0.0010739613790065,0.7536349196669802,-0.2886550106336594,-0.7519719887467259,4294967295,4294967295,1,9,7,7315779,42.720008850097656,16.73497772216797,17.31228256225586,-0.0478672310709953,-0.0213693119585514,-1.5420362949371338,42.87856886895523,15.998211604216456,-0.1754572181241334,0.7371026964375395,0.1463018400489495,-0.18446195823561184,-0.1754572181241334
42.75,16.0,12988,55038,7315679,1776876306563,2026-04-22T16:45:06.563000+00:00,240000,1500.0,0.0026739612221717,9.999999747378752e-05,3,-0.2617993950843811,-15.000000417413029,0.0008114613592624,0.599383614687845,-0.157516244889115,-0.587858611812894,4294967295,4294967295,3,11,7,7315679,42.72023391723633,16.736759185791016,17.2509765625,-0.0387020669877529,-0.0127152130007743,-1.566174864768982,42.873557339091654,16.157317518436276,-0.04415989330206389,0.5795356708247313,0.1525250467239652,-0.04566541466250568,-0.04415989330206389
