packet_index,time_boot_ms,lat_deg,lon_deg,alt_m,relative_alt_m,heading_deg,vx_mps,vy_mps,vz_mps
1933,5488967,63.4408967,10.3488753,16.37,9.517,166.81,0.03,0.0,0.09
1946,5489007,63.4408967,10.3488752,16.38,9.52,166.87,0.03,0.0,0.1
1950,5489027,63.4408967,10.3488752,16.38,9.52,166.89,0.03,0.0,0.1
1964,5489067,63.4408967,10.3488752,16.38,9.521,166.93,0.04,0.01,0.1
1977,5489107,63.4408967,10.3488752,16.38,9.521,166.99,0.04,0.01,0.09
1981,5489127,63.4408967,10.3488752,16.38,9.521,167.01,0.05,0.01,0.09
1994,5489167,63.4408968,10.3488752,16.38,9.52,167.07,0.05,0.02,0.08
2008,5489207,63.4408968,10.3488752,16.37,9.519,167.13,0.06,0.03,0.07
2012,5489227,63.4408968,10.3488752,16.37,9.518,167.17,0.06,0.03,0.06
2025,5489267,63.4408968,10.3488753,16.37,9.515,167.24,0.06,0.04,0.05
2040,5489307,63.4408969,10.3488753,16.37,9.512,167.32,0.06,0.05,0.03
2044,5489327,63.4408969,10.3488753,16.37,9.512,167.35,0.07,0.05,0.03
2057,5489367,63.4408969,10.3488753,16.36,9.508,167.43,0.07,0.06,0.02
2072,5489387,63.4408969,10.3488753,16.36,9.506,167.46,0.07,0.06,0.01
2077,5489427,63.4408969,10.3488754,16.36,9.503,167.53,0.07,0.07,0.0
2090,5489467,63.440897,10.3488754,16.35,9.499,167.6,0.07,0.08,0.0
2103,5489487,63.440897,10.3488754,16.35,9.497,167.63,0.06,0.08,0.0
2108,5489527,63.440897,10.3488754,16.35,9.494,167.69,0.06,0.09,0.0
2122,5489567,63.4408971,10.3488755,16.35,9.491,167.75,0.06,0.09,0.0
2135,5489587,63.4408971,10.3488755,16.35,9.49,167.78,0.06,0.09,-0.01
2150,5489627,63.4408971,10.3488756,16.34,9.488,167.84,0.06,0.09,-0.01
2154,5489667,63.4408971,10.3488756,16.34,9.488,167.9,0.06,0.09,-0.02
2167,5489687,63.4408971,10.3488757,16.34,9.487,167.93,0.06,0.09,-0.02
2172,5489727,63.4408972,10.3488757,16.34,9.488,167.99,0.06,0.08,-0.03
2186,5489767,63.4408972,10.3488758,16.34,9.489,168.04,0.06,0.08,-0.05
2198,5489787,63.4408972,10.3488758,16.35,9.49,168.07,0.06,0.07,-0.05
2203,5489827,63.4408972,10.3488759,16.35,9.492,168.12,0.06,0.07,-0.06
2216,5489867,63.4408973,10.3488759,16.35,9.492,168.17,0.06,0.06,-0.08
2229,5489887,63.4408973,10.3488759,16.35,9.493,168.2,0.06,0.06,-0.08
2234,5489927,63.4408973,10.348876,16.35,9.495,168.26,0.07,0.05,-0.09
2249,5489967,63.4408973,10.348876,16.35,9.492,168.31,0.07,0.04,-0.1
2261,5489987,63.4408974,10.348876,16.35,9.492,168.34,0.07,0.04,-0.1
2266,5490027,63.4408974,10.348876,16.35,9.491,168.39,0.06,0.03,-0.09
2278,5490047,63.4408974,10.348876,16.34,9.488,168.41,0.06,0.03,-0.09
2292,5490087,63.4408974,10.348876,16.34,9.484,168.44,0.06,0.03,-0.08
2297,5490127,63.4408974,10.348876,16.34,9.48,168.46,0.05,0.03,-0.07
2309,5490147,63.4408975,10.348876,16.33,9.478,168.45,0.05,0.02,-0.07
2323,5490187,63.4408975,10.3488761,16.33,9.473,168.44,0.04,0.02,-0.05
2328,5490227,63.4408975,10.3488761,16.32,9.469,168.4,0.03,0.02,-0.04
2340,5490247,63.4408975,10.3488761,16.32,9.469,168.37,0.03,0.02,-0.03
2354,5490287,63.4408975,10.3488761,16.32,9.468,168.3,0.02,0.02,-0.03
2360,5490327,63.4408975,10.3488761,16.32,9.467,168.23,0.01,0.02,-0.02
2372,5490347,63.4408975,10.3488761,16.33,9.47,168.19,0.01,0.02,-0.02
2388,5490387,63.4408975,10.3488761,16.33,9.474,168.12,0.01,0.01,-0.02
2393,5490427,63.4408975,10.3488761,16.33,9.478,168.07,0.01,0.01,-0.03
2405,5490447,63.4408975,10.3488761,16.34,9.483,168.05,0.01,0.01,-0.03
2419,5490487,63.4408976,10.3488761,16.35,9.491,168.04,0.02,0.0,-0.04
2424,5490527,63.4408976,10.348876,16.35,9.499,168.07,0.02,0.0,-0.05
2437,5490547,63.4408976,10.348876,16.36,9.503,168.1,0.03,0.0,-0.06
2451,5490587,63.4408976,10.348876,16.37,9.511,168.18,0.03,-0.01,-0.07
2456,5490627,63.4408976,10.348876,16.37,9.519,168.28,0.04,-0.02,-0.07
2469,5490647,63.4408976,10.348876,16.38,9.521,168.34,0.05,-0.02,-0.07
2483,5490687,63.4408976,10.348876,16.38,9.525,168.47,0.06,-0.03,-0.07
2487,5490707,63.4408977,10.348876,16.38,9.527,168.54,0.06,-0.03,-0.07
2500,5490747,63.4408977,10.348876,16.38,9.527,168.67,0.06,-0.04,-0.06
2514,5490787,63.4408977,10.348876,16.38,9.524,168.79,0.07,-0.05,-0.05
2518,5490807,63.4408977,10.3488759,16.38,9.522,168.85,0.07,-0.05,-0.05
2531,5490847,63.4408978,10.3488759,16.37,9.516,168.95,0.07,-0.06,-0.03
2545,5490887,63.4408978,10.3488758,16.36,9.507,169.02,0.07,-0.07,-0.02
2549,5490907,63.4408978,10.3488758,16.36,9.503,169.06,0.07,-0.07,-0.01
2562,5490947,63.4408978,10.3488757,16.35,9.493,169.1,0.07,-0.08,0.0
2652,5491287,63.4408981,10.3488751,16.3,9.444,168.99,0.07,-0.06,-0.02
2733,5491627,63.4408982,10.3488746,16.42,9.56,168.43,-0.01,-0.05,-0.04
2814,5491947,63.4408982,10.3488741,16.43,9.571,168.08,-0.02,-0.03,0.03
2900,5492287,63.4408982,10.348874,16.34,9.487,167.88,-0.03,0.05,0.08
2979,5492627,63.4408983,10.3488741,16.39,9.538,167.45,0.01,0.04,0.02
3062,5492947,63.4408986,10.3488743,16.41,9.553,167.86,0.1,0.09,-0.07
3149,5493287,63.440899,10.3488748,16.39,9.531,167.87,0.09,0.1,0.06
3228,5493627,63.4408992,10.3488751,16.38,9.522,167.09,0.01,0.04,-0.08
3312,5493947,63.4408994,10.3488752,16.4,9.546,166.63,0.01,0.02,-0.16
3398,5494287,63.4408995,10.3488749,16.46,9.605,166.9,0.0,-0.04,-0.05
3477,5494627,63.4408997,10.3488745,16.47,9.617,166.42,0.02,-0.09,-0.03
3560,5494947,63.4408998,10.3488739,16.45,9.593,166.51,0.04,-0.06,0.0
3647,5495287,63.4409,10.3488736,16.49,9.632,166.31,0.03,-0.01,0.03
3726,5495627,63.4409002,10.3488736,16.46,9.6,165.73,0.0,0.03,0.01
3809,5495947,63.4409003,10.3488738,16.46,9.606,165.13,0.0,0.1,-0.02
3896,5496287,63.4409005,10.3488743,16.48,9.624,164.72,0.03,0.1,0.0
3974,5496607,63.4409007,10.3488749,16.42,9.56,163.89,0.03,0.12,0.06
4059,5496947,63.4409009,10.3488755,16.37,9.519,163.58,0.05,0.08,-0.02
4145,5497287,63.4409011,10.3488759,16.39,9.533,163.28,0.05,0.05,-0.13
4223,5497607,63.4409013,10.3488758,16.39,9.53,162.67,0.01,-0.04,-0.08
4308,5497947,63.4409014,10.3488753,16.34,9.489,162.28,0.03,-0.06,-0.11
4394,5498287,63.4409015,10.3488748,16.35,9.495,161.73,0.04,-0.02,0.06
4472,5498607,63.4409015,10.3488746,16.36,9.507,161.03,-0.01,0.04,0.23
4556,5498947,63.4409015,10.3488748,16.26,9.404,160.15,-0.02,0.07,0.0
4643,5499287,63.4409015,10.3488754,16.24,9.38,159.96,0.0,0.12,0.04
4721,5499607,63.4409016,10.348876,16.35,9.495,160.19,0.0,0.09,-0.01
4805,5499947,63.4409017,10.3488764,16.17,9.31,160.28,0.03,0.09,-0.02
4892,5500287,63.4409017,10.3488767,16.03,9.176,159.65,0.0,0.05,0.0
4970,5500607,63.4409017,10.3488768,16.11,9.25,159.54,0.01,0.02,-0.07
5054,5500947,63.4409018,10.3488768,16.07,9.212,159.23,0.01,0.01,0.06
5141,5501287,63.4409018,10.3488767,16.02,9.162,159.22,0.01,0.01,0.09
5219,5501607,63.4409018,10.3488766,16.04,9.187,158.45,0.0,-0.01,0.06
5304,5501947,63.4409018,10.3488765,16.09,9.234,158.27,-0.03,0.07,0.04
5392,5502287,63.4409018,10.3488768,16.11,9.258,157.46,-0.06,0.08,0.04
5470,5502607,63.4409017,10.3488771,15.99,9.139,157.89,-0.03,0.1,0.13
5555,5502947,63.4409018,10.3488771,16.03,9.172,161.47,0.03,-0.01,-0.05
5632,5503267,63.4409019,10.3488767,16.03,9.17,167.86,0.1,-0.05,-0.1
5719,5503607,63.4409022,10.3488762,15.91,9.05,174.35,0.13,-0.08,0.0
5803,5503947,63.4409026,10.3488752,15.92,9.068,180.8,0.13,-0.1,0.02
5880,5504267,63.4409029,10.3488743,15.98,9.121,187.31,0.09,-0.07,0.08
5968,5504607,63.4409031,10.3488735,16.01,9.152,193.71,0.06,-0.06,0.1
6052,5504947,63.4409033,10.348873,16.0,9.148,200.43,0.06,-0.03,0.08
6129,5505267,63.4409035,10.3488726,16.08,9.222,207.06,0.06,-0.02,-0.04
6217,5505607,63.4409038,10.3488726,16.09,9.238,214.08,0.09,0.02,-0.04
6301,5505947,63.4409041,10.3488726,16.04,9.186,220.78,0.07,0.01,0.06
6378,5506267,63.4409042,10.3488726,16.04,9.189,226.77,0.06,-0.02,0.02
6466,5506607,63.4409044,10.3488723,16.08,9.221,233.14,0.02,-0.07,-0.09
6550,5506947,63.4409044,10.3488719,16.13,9.279,239.43,0.07,-0.07,-0.05
6628,5507267,63.4409045,10.3488715,16.17,9.314,245.83,0.08,-0.09,-0.05
6715,5507607,63.4409046,10.3488712,16.2,9.343,252.28,0.11,-0.08,0.0
6799,5507947,63.4409047,10.3488707,16.27,9.414,259.2,0.06,-0.1,-0.03
6877,5508267,63.4409047,10.3488703,16.33,9.478,265.44,0.02,-0.06,0.02
6964,5508607,63.4409048,10.3488704,16.33,9.472,271.49,0.02,-0.02,0.15
7048,5508947,63.4409048,10.3488707,16.39,9.539,277.59,0.0,0.04,-0.08
7127,5509267,63.4409049,10.3488714,16.36,9.505,283.83,0.01,0.05,0.0
7214,5509607,63.4409049,10.3488722,16.37,9.51,289.4,0.03,0.04,-0.03
7289,5509927,63.440905,10.3488728,16.34,9.481,295.03,0.02,0.01,-0.18
7376,5510267,63.440905,10.3488731,16.27,9.418,301.58,0.02,-0.05,-0.08
7463,5510607,63.440905,10.348873,16.3,9.448,306.69,0.03,-0.09,0.02
7538,5510927,63.440905,10.3488728,16.34,9.483,310.13,0.05,-0.07,-0.03
7625,5511267,63.440905,10.3488728,16.3,9.44,312.67,0.09,-0.05,0.08
7712,5511607,63.440905,10.3488729,16.33,9.47,313.37,0.08,-0.01,-0.05
7789,5511927,63.4409051,10.3488727,16.26,9.408,313.11,0.09,-0.15,-0.06
7876,5512267,63.4409053,10.3488715,16.15,9.289,312.75,0.21,-0.27,0.11
7963,5512607,63.440906,10.3488696,16.23,9.377,313.32,0.38,-0.36,0.06
8038,5512927,63.4409069,10.348867,16.2,9.342,313.1,0.41,-0.44,-0.14
8125,5513267,63.4409078,10.3488637,16.15,9.293,313.68,0.46,-0.44,0.11
8212,5513607,63.4409089,10.3488602,16.24,9.384,313.2,0.45,-0.46,0.02
8287,5513927,63.4409099,10.3488567,16.27,9.41,314.4,0.46,-0.49,-0.12
8374,5514267,63.4409112,10.3488527,16.26,9.401,315.28,0.49,-0.54,-0.07
8461,5514607,63.4409124,10.3488487,16.3,9.446,316.44,0.5,-0.52,-0.05
8536,5514927,63.4409137,10.3488449,16.34,9.482,318.14,0.49,-0.55,0.0
8623,5515267,63.4409151,10.348841,16.38,9.52,319.54,0.52,-0.51,-0.01
