nx_bin,ny_bin,packet_index,ping_number,pwr_up_msec,utc_msec,utc_iso,ping_hz,sos_mps,listening_sec,pulse_sec,point_index,angle_rad,angle_deg,tof_s,range_m,y_m,z_m,reserved0,reserved1,beam_order,beam_count,beam_order_reversed,t_sync,boat_x_m,boat_y_m,boat_z_m,roll_rad,pitch_rad,yaw_rad,map_x_m,map_y_m,map_z_m,x_boat_m,y_boat_m,z_boat_m,altitude_like_sonarview_m
32.0,21.5,739,39835,5547439,1776874538358,2026-04-22T16:15:38.358000+00:00,240000,1500.0,0.0104937236756086,9.999999747378752e-05,3,-0.279252678155899,-15.999999876058132,0.0087437238544225,6.0658021050484106,-1.8075726787840496,-6.303755119749059,4294967295,4294967295,3,4,0,5547439,37.755218505859375,19.42621421813965,16.61713409423828,-0.0109931165352463,0.0658981949090957,2.774116039276123,32.07571444601611,21.556282013265797,-2.3744222734765073,6.208765884113524,0.0742214104554141,-1.969150499298891,-2.3744222734765073
32.25,21.0,4296,40089,5560139,1776874551058,2026-04-22T16:15:51.058000+00:00,240000,1500.0,0.009615859016776,9.999999747378752e-05,4,-0.279252678155899,-15.999999876058132,0.0088825263082981,6.324433596038738,-1.8362670345929548,-6.403824231470733,4294967295,4294967295,4,5,0,5560139,38.54011917114258,19.307674407958984,16.6203670501709,0.007729051169008,-0.008346339687705,2.8345298767089844,32.48539556885471,21.13490794820548,-1.9492970978620576,6.307327086937629,0.07285971617995396,-2.00263225944705,-1.9492970978620576
32.25,21.5,4881,40136,5562489,1776874553408,2026-04-22T16:15:53.408000+00:00,240000,1500.0,0.010490408167243,9.999999747378752e-05,5,-0.3316125571727752,-18.999999959540737,0.00934040825814,6.467686138549598,-2.280704604182019,-6.623647135425047,4294967295,4294967295,5,6,0,5562489,38.57781219482422,19.38421440124512,16.93343734741211,-0.0057135759852826,0.0150778461247682,2.7872116565704346,32.49902858648215,21.593140346074044,-2.5547678156621636,6.5053598539546655,0.05176887523760297,-2.4567083125274367,-2.5547678156621636
32.5,20.0,5718,40203,5565839,1776874556758,2026-04-22T16:15:56.758000+00:00,240000,1500.0,0.0105570573359727,9.999999747378752e-05,4,-0.296705961227417,-16.999999334703237,0.0086070569232106,6.00494272839803,-1.8873448572823803,-6.173227124798296,4294967295,4294967295,4,5,0,5565839,38.63487243652344,19.354124069213867,17.05919647216797,-0.0226648319512605,0.0325104221701622,3.023252487182617,32.669127613245315,20.039124707805293,-2.239850824530088,6.074526823022579,0.070435811659415,-2.0424082746364824,-2.239850824530088
32.5,20.25,5656,40198,5565589,1776874556508,2026-04-22T16:15:56.508000+00:00,240000,1500.0,0.0113685214892029,9.999999747378752e-05,2,-0.3141592741012573,-18.000000500895634,0.0087070576846599,5.988401766514288,-2.017971650967655,-6.2106779439235655,4294967295,4294967295,2,3,0,5565589,38.60025787353516,19.385560989379883,16.939504623413086,-0.0278133489191532,0.0503407306969165,2.957169532775879,32.7127218314047,20.480035781143584,-2.479970965254708,6.105605159651041,0.06423690068307071,-2.1745507491734926,-2.479970965254708
32.5,21.0,4307,40090,5560189,1776874551108,2026-04-22T16:15:51.108000+00:00,240000,1500.0,0.009615859016776,9.999999747378752e-05,4,-0.296705961227417,-16.999999334703237,0.0088825263082981,6.2502704889643494,-1.947749445275936,-6.370801637810725,4294967295,4294967295,4,5,0,5560189,38.54011917114258,19.307674407958984,16.6203670501709,-0.0029808245599269,0.0088646952062845,2.832472801208496,32.5677465840855,21.150673829170984,-2.16793694884126,6.2689424268189216,0.06756930431455152,-2.1122563854120426,-2.16793694884126
32.5,21.25,5569,40191,5565239,1776874556158,2026-04-22T16:15:56.158000+00:00,240000,1500.0,0.0113685214892029,9.999999747378752e-05,3,-0.3490658402442932,-19.99999941818584,0.0092018544673919,6.296065271445442,-2.360414621995216,-6.48518607938456,4294967295,4294967295,3,4,0,5565239,38.572853088378906,19.4046630859375,16.937742233276367,-0.005000106524676,0.0257467348128557,2.818257093429565,32.59191046683906,21.371580283012516,-2.6927027232604903,6.363200079435345,0.047986226284760125,-2.529519307954932,-2.6927027232604903
32.5,21.5,4645,40117,5561539,1776874552458,2026-04-22T16:15:52.458000+00:00,240000,1500.0,0.009615859016776,9.999999747378752e-05,3,-0.3665191531181335,-21.00000058437824,0.0094783594831824,6.313807410400861,-2.547555257469924,-6.636608140619096,4294967295,4294967295,3,4,0,5561539,38.55741500854492,19.32096672058105,16.729698181152344,-0.0397266522049903,0.0654271095991134,2.7921955585479736,32.64910117319087,21.54717238012752,-3.142475873857757,6.5053776322209576,0.039105443815589044,-2.7235732521586575,-3.142475873857757
32.5,21.75,5495,40185,5564940,1776874555859,2026-04-22T16:15:55.859000+00:00,240000,1500.0,0.009683970361948,9.999999747378752e-05,2,-0.3490658402442932,-19.99999941818584,0.0092256367206573,6.314333208714948,-2.36651512907784,-6.501947085370863,4294967295,4294967295,2,3,0,5564940,38.56721115112305,19.4034481048584,16.970947265625,-0.0204513426870107,0.0249649286270141,2.758552312850952,32.712025696996314,21.76726010424903,-2.6953240256535733,6.37964581180415,0.04769672595141458,-2.5364186981271617,-2.6953240256535733
32.75,21.0,4571,40111,5561239,1776874552158,2026-04-22T16:15:52.158000+00:00,240000,1500.0,0.009615859016776,9.999999747378752e-05,3,-0.3141592741012573,-18.000000500895634,0.0085158599540591,5.987198860694776,-1.9736591387441988,-6.074298058619381,4294967295,4294967295,3,4,0,5561239,38.55351257324219,19.29019927978516,16.705217361450195,0.0123961493372917,-0.0071136620827019,2.795301675796509,32.890950070328635,21.234919336272014,-2.080207354188094,5.97153256099045,0.06633975654182504,-2.123725675235819,-2.080207354188094
