latitude,longitude,altitude (m),northing (local m),easting (local m),ping number,elapsed (s),datetime,altitude (m above MSL),northing (UTM m),easting (UTM m),coordinate projection
63.44090154,10.34891911,-2.661,38.554,21.492,39799,0.540,2026-04-22T16:15:36.675Z,13.619,7035423.276,567289.952,UTM zone 32N
63.44089949,10.34890968,-2.539,38.326,21.023,39799,0.540,2026-04-22T16:15:36.675Z,13.741,7035423.039,567289.486,UTM zone 32N
63.44090400,10.34893032,-2.835,38.828,22.051,39800,0.550,2026-04-22T16:15:36.685Z,13.445,7035423.563,567290.506,UTM zone 32N
63.44090141,10.34891839,-2.693,38.540,21.457,39800,0.550,2026-04-22T16:15:36.685Z,13.587,7035423.262,567289.916,UTM zone 32N
63.44089973,10.34891058,-2.504,38.352,21.068,39800,0.550,2026-04-22T16:15:36.685Z,13.776,7035423.066,567289.531,UTM zone 32N
63.44090560,10.34893775,-2.699,39.006,22.420,39801,0.640,2026-04-22T16:15:36.775Z,13.581,7035423.749,567290.872,UTM zone 32N
63.44090406,10.34893062,-2.828,38.834,22.065,39801,0.640,2026-04-22T16:15:36.775Z,13.452,7035423.569,567290.520,UTM zone 32N
63.44090148,10.34891866,-2.688,38.547,21.470,39801,0.640,2026-04-22T16:15:36.775Z,13.592,7035423.269,567289.930,UTM zone 32N
63.44089997,10.34891163,-2.468,38.379,21.120,39801,0.640,2026-04-22T16:15:36.775Z,13.812,7035423.093,567289.583,UTM zone 32N
63.44089896,10.34890697,-2.559,38.266,20.888,39801,0.640,2026-04-22T16:15:36.775Z,13.721,7035422.976,567289.352,UTM zone 32N
63.44089981,10.34891093,-2.497,38.361,21.085,39802,0.650,2026-04-22T16:15:36.785Z,13.783,7035423.075,567289.548,UTM zone 32N
63.44090511,10.34893590,-2.784,38.951,22.328,39803,0.740,2026-04-22T16:15:36.875Z,13.506,7035423.692,567290.781,UTM zone 32N
63.44090405,10.34893096,-2.824,38.833,22.082,39803,0.740,2026-04-22T16:15:36.875Z,13.466,7035423.569,567290.537,UTM zone 32N
63.44090149,10.34891898,-2.685,38.549,21.486,39803,0.740,2026-04-22T16:15:36.875Z,13.605,7035423.271,567289.946,UTM zone 32N
63.44089965,10.34891034,-2.527,38.344,21.056,39803,0.740,2026-04-22T16:15:36.875Z,13.763,7035423.057,567289.519,UTM zone 32N
63.44090503,10.34893583,-2.783,38.943,22.325,39804,0.750,2026-04-22T16:15:36.885Z,13.517,7035423.683,567290.778,UTM zone 32N
63.44090404,10.34893118,-2.838,38.832,22.093,39804,0.750,2026-04-22T16:15:36.885Z,13.462,7035423.567,567290.548,UTM zone 32N
63.44090127,10.34891817,-2.728,38.524,21.446,39804,0.750,2026-04-22T16:15:36.885Z,13.572,7035423.245,567289.906,UTM zone 32N
63.44089962,10.34891038,-2.532,38.340,21.058,39804,0.750,2026-04-22T16:15:36.885Z,13.768,7035423.053,567289.521,UTM zone 32N
63.44090640,10.34894294,-2.618,39.096,22.679,39805,0.840,2026-04-22T16:15:36.975Z,13.692,7035423.843,567291.129,UTM zone 32N
63.44090493,10.34893602,-2.790,38.932,22.334,39805,0.840,2026-04-22T16:15:36.975Z,13.520,7035423.672,567290.787,UTM zone 32N
63.44090385,10.34893086,-2.818,38.811,22.078,39805,0.840,2026-04-22T16:15:36.975Z,13.492,7035423.546,567290.533,UTM zone 32N
63.44090112,10.34891788,-2.703,38.508,21.432,39805,0.840,2026-04-22T16:15:36.975Z,13.607,7035423.229,567289.892,UTM zone 32N
63.44089934,10.34890932,-2.534,38.309,21.005,39805,0.840,2026-04-22T16:15:36.975Z,13.776,7035423.021,567289.469,UTM zone 32N
63.44090634,10.34894287,-2.628,39.088,22.675,39806,0.850,2026-04-22T16:15:36.985Z,13.692,7035423.836,567291.126,UTM zone 32N
63.44090468,10.34893504,-2.852,38.903,22.285,39806,0.850,2026-04-22T16:15:36.985Z,13.468,7035423.643,567290.739,UTM zone 32N
63.44090378,10.34893077,-2.826,38.804,22.073,39806,0.850,2026-04-22T16:15:36.985Z,13.494,7035423.539,567290.528,UTM zone 32N
63.44090064,10.34891567,-2.561,38.454,21.321,39806,0.850,2026-04-22T16:15:36.985Z,13.759,7035423.173,567289.783,UTM zone 32N
63.44089929,10.34890923,-2.539,38.304,21.001,39806,0.850,2026-04-22T16:15:36.985Z,13.781,7035423.016,567289.464,UTM zone 32N
63.44090458,10.34893512,-2.862,38.892,22.289,39807,0.940,2026-04-22T16:15:37.075Z,13.478,7035423.632,567290.743,UTM zone 32N
63.44090370,10.34893084,-2.834,38.795,22.076,39807,0.940,2026-04-22T16:15:37.075Z,13.506,7035423.530,567290.532,UTM zone 32N
63.44090130,10.34891911,-2.707,38.528,21.492,39807,0.940,2026-04-22T16:15:37.075Z,13.633,7035423.250,567289.953,UTM zone 32N
63.44089929,10.34890924,-2.544,38.303,21.001,39807,0.940,2026-04-22T16:15:37.075Z,13.796,7035423.015,567289.465,UTM zone 32N
63.44090484,10.34893624,-2.737,38.922,22.345,39808,0.950,2026-04-22T16:15:37.085Z,13.613,7035423.662,567290.799,UTM zone 32N
63.44090457,10.34893496,-2.870,38.892,22.282,39808,0.950,2026-04-22T16:15:37.085Z,13.480,7035423.631,567290.736,UTM zone 32N
63.44090370,10.34893068,-2.842,38.795,22.068,39808,0.950,2026-04-22T16:15:37.085Z,13.508,7035423.529,567290.524,UTM zone 32N
63.44090131,10.34891895,-2.713,38.528,21.484,39808,0.950,2026-04-22T16:15:37.085Z,13.637,7035423.251,567289.945,UTM zone 32N
63.44089947,10.34890989,-2.519,38.323,21.034,39808,0.950,2026-04-22T16:15:37.085Z,13.831,7035423.036,567289.497,UTM zone 32N
63.44090499,10.34893713,-2.689,38.939,22.390,39809,1.040,2026-04-22T16:15:37.175Z,13.671,7035423.680,567290.843,UTM zone 32N
63.44090370,10.34893068,-2.848,38.795,22.068,39809,1.040,2026-04-22T16:15:37.175Z,13.512,7035423.529,567290.524,UTM zone 32N
63.44090117,10.34891804,-2.755,38.513,21.439,39809,1.040,2026-04-22T16:15:37.175Z,13.605,7035423.234,567289.900,UTM zone 32N
63.44090025,10.34891344,-2.615,38.411,21.211,39809,1.040,2026-04-22T16:15:37.175Z,13.745,7035423.127,567289.672,UTM zone 32N
63.44089929,10.34890866,-2.520,38.304,20.972,39809,1.040,2026-04-22T16:15:37.175Z,13.840,7035423.015,567289.436,UTM zone 32N
63.44090496,10.34893646,-2.669,38.935,22.356,39810,1.050,2026-04-22T16:15:37.185Z,13.691,7035423.676,567290.810,UTM zone 32N
63.44090378,10.34893052,-2.853,38.804,22.060,39810,1.050,2026-04-22T16:15:37.185Z,13.507,7035423.538,567290.516,UTM zone 32N
63.44090143,10.34891875,-2.721,38.542,21.475,39810,1.050,2026-04-22T16:15:37.185Z,13.639,7035423.264,567289.935,UTM zone 32N
63.44090034,10.34891328,-2.618,38.420,21.203,39810,1.050,2026-04-22T16:15:37.185Z,13.742,7035423.136,567289.664,UTM zone 32N
63.44089938,10.34890850,-2.523,38.314,20.965,39810,1.050,2026-04-22T16:15:37.185Z,13.837,7035423.025,567289.428,UTM zone 32N
63.44090506,10.34893639,-2.671,38.946,22.353,39811,1.100,2026-04-22T16:15:37.235Z,13.699,7035423.687,567290.806,UTM zone 32N
63.44090399,10.34893091,-2.881,38.827,22.080,39811,1.100,2026-04-22T16:15:37.235Z,13.489,7035423.562,567290.535,UTM zone 32N
63.44090055,10.34891358,-2.649,38.443,21.217,39811,1.100,2026-04-22T16:15:37.235Z,13.721,7035423.160,567289.679,UTM zone 32N
63.44089958,10.34890877,-2.555,38.336,20.978,39811,1.100,2026-04-22T16:15:37.235Z,13.815,7035423.048,567289.441,UTM zone 32N
63.44090498,10.34893549,-2.725,38.937,22.308,39812,1.150,2026-04-22T16:15:37.285Z,13.645,7035423.677,567290.761,UTM zone 32N
63.44090410,10.34893086,-2.881,38.839,22.077,39812,1.150,2026-04-22T16:15:37.285Z,13.489,7035423.574,567290.532,UTM zone 32N
63.44090236,10.34892211,-2.758,38.646,21.642,39812,1.150,2026-04-22T16:15:37.285Z,13.612,7035423.372,567290.100,UTM zone 32N
63.44090066,10.34891352,-2.649,38.457,21.214,39812,1.150,2026-04-22T16:15:37.285Z,13.721,7035423.173,567289.675,UTM zone 32N
63.44089955,10.34890787,-2.583,38.332,20.933,39812,1.150,2026-04-22T16:15:37.285Z,13.787,7035423.043,567289.396,UTM zone 32N
63.44090565,10.34893857,-2.582,39.012,22.461,39813,1.200,2026-04-22T16:15:37.335Z,13.778,7035423.755,567290.913,UTM zone 32N
63.44090507,10.34893546,-2.724,38.947,22.307,39813,1.200,2026-04-22T16:15:37.335Z,13.636,7035423.687,567290.759,UTM zone 32N
63.44090420,10.34893083,-2.879,38.850,22.076,39813,1.200,2026-04-22T16:15:37.335Z,13.481,7035423.585,567290.530,UTM zone 32N
63.44090094,10.34891433,-2.615,38.487,21.255,39813,1.200,2026-04-22T16:15:37.335Z,13.745,7035423.204,567289.715,UTM zone 32N
63.44089982,10.34890866,-2.554,38.363,20.972,39813,1.200,2026-04-22T16:15:37.335Z,13.806,7035423.074,567289.435,UTM zone 32N
63.44090516,10.34893544,-2.723,38.957,22.305,39814,1.250,2026-04-22T16:15:37.385Z,13.627,7035423.697,567290.758,UTM zone 32N
63.44090429,10.34893080,-2.879,38.860,22.075,39814,1.250,2026-04-22T16:15:37.385Z,13.471,7035423.595,567290.529,UTM zone 32N
63.44090095,10.34891384,-2.678,38.488,21.231,39814,1.250,2026-04-22T16:15:37.385Z,13.672,7035423.205,567289.691,UTM zone 32N
63.44090545,10.34893683,-2.694,38.990,22.375,39815,1.300,2026-04-22T16:15:37.435Z,13.646,7035423.731,567290.827,UTM zone 32N
63.44090432,10.34893079,-2.880,38.863,22.074,39815,1.300,2026-04-22T16:15:37.435Z,13.460,7035423.598,567290.528,UTM zone 32N
63.44090250,10.34892159,-2.729,38.661,21.616,39815,1.300,2026-04-22T16:15:37.435Z,13.611,7035423.386,567290.073,UTM zone 32N
63.44090099,10.34891383,-2.679,38.492,21.230,39815,1.300,2026-04-22T16:15:37.435Z,13.661,7035423.209,567289.690,UTM zone 32N
63.44090573,10.34893855,-2.586,39.020,22.460,39816,1.350,2026-04-22T16:15:37.485Z,13.744,7035423.763,567290.912,UTM zone 32N
63.44090420,10.34893032,-2.960,38.850,22.051,39816,1.350,2026-04-22T16:15:37.485Z,13.370,7035423.584,567290.505,UTM zone 32N
63.44090230,10.34892070,-2.773,38.639,21.572,39816,1.350,2026-04-22T16:15:37.485Z,13.557,7035423.363,567290.030,UTM zone 32N
63.44090111,10.34891469,-2.648,38.506,21.273,39816,1.350,2026-04-22T16:15:37.485Z,13.682,7035423.224,567289.733,UTM zone 32N
63.44090378,10.34892891,-2.885,38.804,21.980,39817,1.400,2026-04-22T16:15:37.535Z,13.435,7035423.536,567290.436,UTM zone 32N
63.44090100,10.34891469,-2.653,38.494,21.273,39817,1.400,2026-04-22T16:15:37.535Z,13.667,7035423.212,567289.733,UTM zone 32N
63.44090405,10.34893125,-2.929,38.834,22.097,39818,1.450,2026-04-22T16:15:37.585Z,13.381,7035423.569,567290.552,UTM zone 32N
63.44090200,10.34892067,-2.788,38.606,21.570,39818,1.450,2026-04-22T16:15:37.585Z,13.522,7035423.330,567290.029,UTM zone 32N
63.44090092,10.34891507,-2.691,38.485,21.291,39818,1.450,2026-04-22T16:15:37.585Z,13.619,7035423.203,567289.752,UTM zone 32N
63.44090554,10.34894031,-2.800,38.999,22.548,39819,1.500,2026-04-22T16:15:37.635Z,13.500,7035423.745,567291.000,UTM zone 32N
63.44090379,10.34893121,-2.943,38.805,22.095,39819,1.500,2026-04-22T16:15:37.635Z,13.357,7035423.540,567290.550,UTM zone 32N
63.44090177,10.34892062,-2.799,38.580,21.568,39819,1.500,2026-04-22T16:15:37.635Z,13.501,7035423.304,567290.027,UTM zone 32N
63.44090070,10.34891501,-2.700,38.460,21.289,39819,1.500,2026-04-22T16:15:37.635Z,13.600,7035423.178,567289.750,UTM zone 32N
63.44090538,10.34894076,-2.843,38.982,22.570,39820,1.550,2026-04-22T16:15:37.685Z,13.457,7035423.727,567291.023,UTM zone 32N
63.44090372,10.34893206,-2.909,38.797,22.137,39820,1.550,2026-04-22T16:15:37.685Z,13.391,7035423.533,567290.593,UTM zone 32N
63.44090308,10.34892875,-2.924,38.726,21.972,39820,1.550,2026-04-22T16:15:37.685Z,13.376,7035423.459,567290.429,UTM zone 32N
63.44090161,10.34892096,-2.841,38.562,21.585,39820,1.550,2026-04-22T16:15:37.685Z,13.459,7035423.286,567290.044,UTM zone 32N
63.44090047,10.34891492,-2.711,38.436,21.284,39820,1.550,2026-04-22T16:15:37.685Z,13.589,7035423.153,567289.745,UTM zone 32N
63.44090345,10.34893196,-2.924,38.767,22.132,39821,1.600,2026-04-22T16:15:37.735Z,13.376,7035423.503,567290.589,UTM zone 32N
63.44090137,10.34892085,-2.853,38.536,21.579,39821,1.600,2026-04-22T16:15:37.735Z,13.447,7035423.260,567290.039,UTM zone 32N
63.44090043,10.34891567,-2.687,38.430,21.321,39821,1.600,2026-04-22T16:15:37.735Z,13.613,7035423.149,567289.783,UTM zone 32N
63.44090400,10.34893569,-2.940,38.829,22.318,39822,1.650,2026-04-22T16:15:37.785Z,13.360,7035423.569,567290.773,UTM zone 32N
63.44090293,10.34892991,-2.931,38.709,22.030,39822,1.650,2026-04-22T16:15:37.785Z,13.369,7035423.442,567290.488,UTM zone 32N
63.44090140,10.34892160,-2.823,38.538,21.617,39822,1.650,2026-04-22T16:15:37.785Z,13.477,7035423.263,567290.077,UTM zone 32N
63.44090029,10.34891552,-2.696,38.415,21.314,39822,1.650,2026-04-22T16:15:37.785Z,13.604,7035423.133,567289.776,UTM zone 32N
63.44090498,10.34894137,-2.827,38.937,22.601,39823,1.700,2026-04-22T16:15:37.835Z,13.473,7035423.683,567291.054,UTM zone 32N
63.44090300,10.34893073,-2.891,38.716,22.071,39823,1.700,2026-04-22T16:15:37.835Z,13.409,7035423.451,567290.528,UTM zone 32N
63.44090181,10.34892420,-2.805,38.584,21.746,39823,1.700,2026-04-22T16:15:37.835Z,13.495,7035423.312,567290.205,UTM zone 32N
63.44090020,10.34891539,-2.702,38.405,21.308,39823,1.700,2026-04-22T16:15:37.835Z,13.598,7035423.124,567289.770,UTM zone 32N
63.44089842,10.34890563,-2.591,38.207,20.822,39823,1.700,2026-04-22T16:15:37.835Z,13.709,7035422.915,567289.287,UTM zone 32N
63.44090480,10.34894038,-2.887,38.917,22.551,39824,1.750,2026-04-22T16:15:37.885Z,13.413,7035423.662,567291.005,UTM zone 32N
63.44090345,10.34893305,-2.924,38.766,22.187,39824,1.750,2026-04-22T16:15:37.885Z,13.376,7035423.504,567290.643,UTM zone 32N
63.44090200,10.34892500,-2.764,38.605,21.786,39824,1.750,2026-04-22T16:15:37.885Z,13.536,7035423.334,567290.245,UTM zone 32N
63.44090040,10.34891616,-2.669,38.427,21.346,39824,1.750,2026-04-22T16:15:37.885Z,13.631,7035423.146,567289.808,UTM zone 32N
63.44089846,10.34890553,-2.592,38.211,20.816,39824,1.750,2026-04-22T16:15:37.885Z,13.708,7035422.919,567289.282,UTM zone 32N
63.44090432,10.34893737,-2.837,38.864,22.402,39825,1.800,2026-04-22T16:15:37.935Z,13.473,7035423.606,567290.856,UTM zone 32N
63.44090353,10.34893306,-2.918,38.775,22.187,39825,1.800,2026-04-22T16:15:37.935Z,13.392,7035423.513,567290.643,UTM zone 32N
63.44090225,10.34892588,-2.715,38.633,21.830,39825,1.800,2026-04-22T16:15:37.935Z,13.595,7035423.363,567290.288,UTM zone 32N
63.44090175,10.34892318,-2.745,38.578,21.695,39825,1.800,2026-04-22T16:15:37.935Z,13.565,7035423.305,567290.155,UTM zone 32N
63.44090049,10.34891615,-2.664,38.437,21.345,39825,1.800,2026-04-22T16:15:37.935Z,13.646,7035423.156,567289.807,UTM zone 32N
63.44089856,10.34890550,-2.589,38.222,20.815,39825,1.800,2026-04-22T16:15:37.935Z,13.721,7035422.930,567289.280,UTM zone 32N
63.44090466,10.34893833,-2.766,38.902,22.449,39826,1.880,2026-04-22T16:15:38.015Z,13.554,7035423.645,567290.903,UTM zone 32N
63.44090370,10.34893311,-2.904,38.795,22.190,39826,1.880,2026-04-22T16:15:38.015Z,13.416,7035423.532,567290.646,UTM zone 32N
63.44090242,10.34892592,-2.703,38.652,21.832,39826,1.880,2026-04-22T16:15:38.015Z,13.617,7035423.382,567290.290,UTM zone 32N
63.44090066,10.34891618,-2.655,38.456,21.347,39826,1.880,2026-04-22T16:15:38.015Z,13.665,7035423.176,567289.808,UTM zone 32N
63.44089874,10.34890552,-2.582,38.242,20.816,39826,1.880,2026-04-22T16:15:38.015Z,13.738,7035422.950,567289.281,UTM zone 32N
63.44090493,10.34893890,-2.662,38.931,22.478,39827,1.900,2026-04-22T16:15:38.035Z,13.668,7035423.675,567290.932,UTM zone 32N
63.44090392,10.34893336,-2.882,38.819,22.202,39827,1.900,2026-04-22T16:15:38.035Z,13.448,7035423.556,567290.657,UTM zone 32N
63.44090246,10.34892527,-2.729,38.657,21.799,39827,1.900,2026-04-22T16:15:38.035Z,13.601,7035423.386,567290.257,UTM zone 32N
63.44090086,10.34891639,-2.640,38.479,21.357,39827,1.900,2026-04-22T16:15:38.035Z,13.690,7035423.198,567289.818,UTM zone 32N
63.44089894,10.34890573,-2.571,38.265,20.826,39827,1.900,2026-04-22T16:15:38.035Z,13.759,7035422.973,567289.291,UTM zone 32N
63.44090519,10.34893950,-2.843,38.961,22.508,39828,1.980,2026-04-22T16:15:38.115Z,13.497,7035423.705,567290.961,UTM zone 32N
63.44090413,10.34893362,-2.855,38.843,22.215,39828,1.980,2026-04-22T16:15:38.115Z,13.485,7035423.581,567290.670,UTM zone 32N
63.44090092,10.34891576,-2.657,38.485,21.326,39828,1.980,2026-04-22T16:15:38.115Z,13.683,7035423.204,567289.786,UTM zone 32N
63.44089915,10.34890594,-2.558,38.288,20.837,39828,1.980,2026-04-22T16:15:38.115Z,13.782,7035422.996,567289.301,UTM zone 32N
63.44090581,10.34894241,-2.706,39.029,22.652,39829,2.000,2026-04-22T16:15:38.135Z,13.634,7035423.777,567291.104,UTM zone 32N
63.44090418,10.34893326,-2.869,38.848,22.197,39829,2.000,2026-04-22T16:15:38.135Z,13.471,7035423.585,567290.652,UTM zone 32N
63.44090272,10.34892516,-2.718,38.685,21.794,39829,2.000,2026-04-22T16:15:38.135Z,13.622,7035423.414,567290.251,UTM zone 32N
63.44090096,10.34891541,-2.666,38.490,21.309,39829,2.000,2026-04-22T16:15:38.135Z,13.674,7035423.209,567289.769,UTM zone 32N
63.44089941,10.34890679,-2.571,38.317,20.879,39829,2.000,2026-04-22T16:15:38.135Z,13.769,7035423.027,567289.342,UTM zone 32N
63.44090602,10.34894337,-2.692,39.053,22.700,39830,2.080,2026-04-22T16:15:38.215Z,13.658,7035423.801,567291.151,UTM zone 32N
63.44090414,10.34893275,-2.889,38.844,22.172,39830,2.080,2026-04-22T16:15:38.215Z,13.461,7035423.581,567290.627,UTM zone 32N
63.44090253,10.34892377,-2.778,38.664,21.724,39830,2.080,2026-04-22T16:15:38.215Z,13.572,7035423.392,567290.182,UTM zone 32N
63.44090110,10.34891579,-2.645,38.505,21.327,39830,2.080,2026-04-22T16:15:38.215Z,13.705,7035423.224,567289.788,UTM zone 32N
63.44089955,10.34890714,-2.554,38.332,20.897,39830,2.080,2026-04-22T16:15:38.215Z,13.796,7035423.042,567289.360,UTM zone 32N
63.44090493,10.34893761,-2.775,38.932,22.414,39831,2.100,2026-04-22T16:15:38.235Z,13.575,7035423.674,567290.867,UTM zone 32N
63.44090417,10.34893330,-2.860,38.847,22.199,39831,2.100,2026-04-22T16:15:38.235Z,13.490,7035423.585,567290.654,UTM zone 32N
63.44090114,10.34891628,-2.625,38.509,21.352,39831,2.100,2026-04-22T16:15:38.235Z,13.725,7035423.229,567289.812,UTM zone 32N
63.44090473,10.34893709,-2.805,38.909,22.387,39832,2.180,2026-04-22T16:15:38.315Z,13.545,7035423.651,567290.841,UTM zone 32N
63.44090397,10.34893276,-2.888,38.825,22.172,39832,2.180,2026-04-22T16:15:38.315Z,13.462,7035423.562,567290.627,UTM zone 32N
63.44090113,10.34891661,-2.609,38.508,21.368,39832,2.180,2026-04-22T16:15:38.315Z,13.741,7035423.228,567289.828,UTM zone 32N
63.44090090,10.34891530,-2.710,38.483,21.303,39832,2.180,2026-04-22T16:15:38.315Z,13.640,7035423.201,567289.764,UTM zone 32N
63.44090570,10.34894376,-2.674,39.017,22.719,39833,2.200,2026-04-22T16:15:38.335Z,13.676,7035423.766,567291.172,UTM zone 32N
63.44090452,10.34893707,-2.870,38.886,22.387,39833,2.200,2026-04-22T16:15:38.335Z,13.480,7035423.628,567290.841,UTM zone 32N
63.44090393,10.34893365,-2.900,38.820,22.216,39833,2.200,2026-04-22T16:15:38.335Z,13.450,7035423.558,567290.672,UTM zone 32N
63.44090227,10.34892412,-2.865,38.635,21.742,39833,2.200,2026-04-22T16:15:38.335Z,13.485,7035423.363,567290.201,UTM zone 32N
63.44090079,10.34891565,-2.700,38.471,21.320,39833,2.200,2026-04-22T16:15:38.335Z,13.650,7035423.190,567289.781,UTM zone 32N
63.44090435,10.34893717,-2.865,38.867,22.391,39834,2.280,2026-04-22T16:15:38.415Z,13.485,7035423.608,567290.846,UTM zone 32N
63.44090359,10.34893279,-2.947,38.782,22.174,39834,2.280,2026-04-22T16:15:38.415Z,13.403,7035423.519,567290.630,UTM zone 32N
63.44090211,10.34892420,-2.861,38.618,21.746,39834,2.280,2026-04-22T16:15:38.415Z,13.489,7035423.346,567290.204,UTM zone 32N
63.44090067,10.34891569,-2.696,38.457,21.322,39834,2.280,2026-04-22T16:15:38.415Z,13.654,7035423.176,567289.784,UTM zone 32N
