ping_number,pwr_up_msec,time_boot_ms_x,sonar_x,sonar_y,time_boot_ms_y,yaw_rad,pitch_rad,sonar_z
40292,5570289,5570307,73.41136932373047,25.093027114868164,5570307,-0.2329690009355545,0.0013747549382969,0.0
40293,5570339,5570347,73.4418716430664,25.09641456604004,5570347,-0.2321456670761108,0.000623641652055,0.0
40294,5570389,5570407,73.4864730834961,25.10100555419922,5570407,-0.2309654951095581,0.0026112096384167,0.0
40295,5570439,5570447,73.51611328125,25.10381126403809,5570447,-0.230236142873764,0.0056411027908325,0.0
40296,5570489,5570507,73.5604019165039,25.10760498046875,5570507,-0.2293237447738647,0.0114106545224785,0.0
40297,5570539,5570547,73.59019470214844,25.10906219482422,5570547,-0.2287849485874176,0.01571561768651,0.0
40298,5570589,5570607,73.63521575927734,25.111053466796875,5570607,-0.2279116362333297,0.0222552493214607,0.0
40299,5570639,5570647,73.66453552246094,25.112253189086918,5570647,-0.2272192984819412,0.0260071475058794,0.0
40300,5570689,5570707,73.70828247070312,25.114072799682617,5570707,-0.2258468568325042,0.0300642270594835,0.0
40301,5570739,5570727,73.72280883789062,25.1143856048584,5570727,-0.2252537012100219,0.0308623854070901,0.0
40302,5570789,5570807,73.78118896484375,25.116140365600582,5570807,-0.2221853286027908,0.0310306455940008,0.0
40303,5570839,5570827,73.7958984375,25.11669158935547,5570827,-0.2212610095739364,0.0303319133818149,0.0
40304,5570889,5570907,73.85606384277344,25.11929702758789,5570907,-0.2174333035945892,0.0248770397156476,0.0
40305,5570939,5570927,73.87127685546875,25.11981201171875,5570927,-0.2165455818176269,0.0230924300849437,0.0
40306,5570989,5571007,73.93244171142578,25.12197494506836,5571007,-0.213730439543724,0.0156138334423303,0.0
40307,5571039,5571027,73.94776153564453,25.122529983520508,5571027,-0.2131681740283966,0.013885136693716,0.0
40308,5571089,5571107,74.00894165039062,25.124853134155277,5571107,-0.2110257595777511,0.0087797036394476,0.0
40309,5571139,5571127,74.02433776855469,25.125675201416016,5571127,-0.2104378789663314,0.0081805121153593,0.0
40310,5571189,5571207,74.08625793457031,25.129207611083984,5571207,-0.2076058238744735,0.0080921836197376,0.0
40311,5571239,5571227,74.1014633178711,25.1301326751709,5571227,-0.2067538201808929,0.0086927497759461,0.0
40312,5571289,5571307,74.16204833984375,25.13408088684082,5571307,-0.2029934078454971,0.0126944165676832,0.0
40313,5571339,5571327,74.17730712890625,25.13503074645996,5571327,-0.2019808143377304,0.0138825457543134,0.0
40314,5571389,5571387,74.22298431396484,25.1380615234375,5571387,-0.1989144533872604,0.0175147429108619,0.0
40315,5571439,5571427,74.25340270996094,25.140254974365234,5571427,-0.1968739032745361,0.0195811446756124,0.0
40316,5571489,5571487,74.29978942871094,25.14388656616211,5571487,-0.193826749920845,0.0216067638248205,0.0
40317,5571539,5571527,74.33053588867188,25.14642143249512,5571527,-0.1918751448392868,0.0222342461347579,0.0
