packet_index,time_boot_ms,lat_deg,lon_deg,alt_m,relative_alt_m,heading_deg,vx_mps,vy_mps,vz_mps
50,4438787,63.4409281,10.3488364,21.71,14.851,106.05,0.01,0.1,-0.14
126,4439127,63.4409283,10.348837,21.7,14.843,105.14,0.03,0.05,0.0
212,4439447,63.4409284,10.3488375,21.68,14.82,103.87,0.05,0.03,0.0
299,4439787,63.4409286,10.3488378,21.63,14.775,103.24,0.06,0.0,-0.03
375,4440127,63.4409286,10.3488379,21.67,14.81,102.66,0.0,-0.01,-0.01
460,4440447,63.4409285,10.3488378,21.71,14.852,102.24,-0.02,-0.01,0.04
490,4440567,63.4409285,10.3488378,21.69,14.838,101.96,-0.02,0.0,0.08
503,4440607,63.4409285,10.3488378,21.69,14.832,101.84,-0.02,0.0,0.1
507,4440627,63.4409285,10.3488378,21.68,14.829,101.78,-0.01,0.01,0.1
522,4440667,63.4409285,10.3488379,21.68,14.826,101.65,-0.01,0.02,0.11
535,4440707,63.4409285,10.3488379,21.68,14.822,101.51,-0.01,0.03,0.12
539,4440727,63.4409285,10.3488379,21.68,14.82,101.44,0.0,0.03,0.13
554,4440767,63.4409285,10.3488379,21.68,14.823,101.31,0.0,0.04,0.13
567,4440807,63.4409285,10.348838,21.68,14.824,101.16,0.0,0.05,0.13
571,4440827,63.4409285,10.348838,21.68,14.825,101.09,0.0,0.06,0.13
586,4440867,63.4409285,10.3488381,21.69,14.832,100.96,0.01,0.07,0.13
599,4440907,63.4409285,10.3488382,21.69,14.838,100.81,0.02,0.08,0.12
603,4440927,63.4409285,10.3488382,21.7,14.84,100.74,0.02,0.09,0.12
618,4440967,63.4409285,10.3488383,21.71,14.85,100.6,0.03,0.1,0.11
631,4441007,63.4409285,10.3488384,21.71,14.858,100.46,0.03,0.11,0.11
635,4441027,63.4409285,10.3488384,21.72,14.862,100.39,0.04,0.11,0.1
650,4441067,63.4409285,10.3488385,21.72,14.868,100.26,0.04,0.12,0.09
663,4441107,63.4409285,10.3488386,21.73,14.874,100.12,0.04,0.13,0.09
676,4441127,63.4409285,10.3488387,21.73,14.876,100.06,0.04,0.13,0.08
682,4441167,63.4409285,10.3488388,21.73,14.877,99.92,0.04,0.14,0.08
694,4441187,63.4409285,10.3488389,21.73,14.877,99.86,0.04,0.15,0.08
699,4441227,63.4409285,10.348839,21.73,14.877,99.74,0.04,0.15,0.07
714,4441267,63.4409285,10.3488391,21.72,14.868,99.62,0.04,0.16,0.07
726,4441287,63.4409286,10.3488392,21.72,14.864,99.56,0.04,0.16,0.06
731,4441327,63.4409286,10.3488393,21.71,14.856,99.45,0.04,0.17,0.06
746,4441367,63.4409286,10.3488394,21.69,14.839,99.35,0.04,0.17,0.06
760,4441387,63.4409286,10.3488395,21.69,14.831,99.29,0.04,0.17,0.06
765,4441427,63.4409286,10.3488396,21.67,14.817,99.18,0.04,0.17,0.06
780,4441467,63.4409286,10.3488398,21.65,14.796,99.07,0.04,0.18,0.07
792,4441487,63.4409286,10.3488399,21.64,14.787,99.01,0.04,0.18,0.07
