packet_index,pwr_up_msec,utc_msec,utc_iso,up_vec_x,up_vec_y,up_vec_z,pitch_rad,roll_rad,pitch_deg,roll_deg
3,8270723,1776877261589,2026-04-22T17:01:01.589000+00:00,0.006240422371774912,0.9330578446388245,0.3596721589565277,0.006240462875812348,1.2028722950532922,0.35755218499211994,68.91950579976873
16,8270773,1776877261639,2026-04-22T17:01:01.639000+00:00,0.006172345019876957,0.9328485727310181,0.3602158725261688,0.006172384212720847,1.202289687081539,0.3536515649220839,68.88612482187659
29,8270823,1776877261689,2026-04-22T17:01:01.689000+00:00,0.007055134046822786,0.932606041431427,0.36082723736763,0.007055192576251697,1.2016319837366047,0.40423275827125243,68.84844119604023
40,8270873,1776877261739,2026-04-22T17:01:01.739000+00:00,0.008286825381219387,0.9348430037498474,0.35496455430984497,0.00828692022890394,1.207907126977469,0.47480555427778187,69.2079804195818
53,8270923,1776877261789,2026-04-22T17:01:01.789000+00:00,0.011598988436162472,0.9361791014671326,0.35133200883865356,0.01159924853319068,1.2117776570027614,0.6645879864751367,69.42974545450971
66,8270973,1776877261839,2026-04-22T17:01:01.839000+00:00,0.014061316847801208,0.9373389482498169,0.3481350839138031,0.014061780257775094,1.2151786140094907,0.8056806612108957,69.62460593730074
80,8271023,1776877261889,2026-04-22T17:01:01.889000+00:00,0.017708342522382736,0.9383877515792847,0.34513023495674133,0.017709268165939877,1.2183611200432338,1.014666324173739,69.80695010130916
91,8271073,1776877261939,2026-04-22T17:01:01.939000+00:00,0.020563144236803055,0.9389469623565674,0.3434469401836395,0.020564593675878387,1.2201343575806762,1.178264425029255,69.90854912827876
104,8271123,1776877261989,2026-04-22T17:01:01.989000+00:00,0.023399347439408302,0.939446210861206,0.3418964445590973,0.02340148327104094,1.2217624468117276,1.3408062257766462,70.00183176988871
115,8271173,1776877262039,2026-04-22T17:01:02.039000+00:00,0.025915779173374176,0.9395078420639038,0.34154561161994934,0.02591868100929395,1.2221133208852542,1.4850310323784202,70.02193537344235
128,8271223,1776877262089,2026-04-22T17:01:02.089000+00:00,0.027976784855127335,0.9384498596191406,0.3442806899547577,0.02798043571503499,1.2191802070921907,1.6031608754086188,69.8538803322682
139,8271273,1776877262139,2026-04-22T17:01:02.139000+00:00,0.02847711369395256,0.936953604221344,0.34829166531562805,0.02848096399945442,1.2148975506415323,1.6318390336327757,69.608502192541
154,8271323,1776877262189,2026-04-22T17:01:02.189000+00:00,0.02930973842740059,0.9356276988983154,0.35176941752433777,0.02931393652488666,1.2111741388575434,1.6795648437903967,69.39516641192917
165,8271373,1776877262239,2026-04-22T17:01:02.239000+00:00,0.027819382026791573,0.9339637160301208,0.35628342628479004,0.027822971597206144,1.2063614208318567,1.5941388460322752,69.11941798107078
178,8271423,1776877262289,2026-04-22T17:01:02.289000+00:00,0.028208909556269646,0.9318024516105652,0.36186787486076355,0.02821265206829601,1.2003709883154692,1.6164658923843942,68.77619148042383
189,8271473,1776877262339,2026-04-22T17:01:02.339000+00:00,0.02795173041522503,0.9298021793365479,0.36699673533439636,0.027955371473100454,1.1948636985854149,1.601724800129075,68.46064702233599
202,8271523,1776877262389,2026-04-22T17:01:02.389000+00:00,0.02654762752354145,0.9280151724815369,0.37159520387649536,0.026550746870396776,1.1899285196069909,1.5212457385939142,68.17788209573061
