packet_index,time_boot_ms,lat_deg,lon_deg,alt_m,relative_alt_m,heading_deg,vx_mps,vy_mps,vz_mps
3497,8222007,63.4404885,10.3490151,15.56,8.707,157.95,0.0,-0.01,-0.08
3505,8222027,63.4404885,10.3490151,15.57,8.715,158.3,0.0,0.0,-0.08
3519,8222067,63.4404885,10.3490151,15.59,8.731,158.93,-0.01,0.0,-0.08
3524,8222107,63.4404885,10.3490151,15.6,8.745,159.52,-0.02,0.0,-0.08
3537,8222127,63.4404885,10.3490151,15.61,8.752,159.79,-0.02,-0.01,-0.08
3550,8222167,63.4404885,10.3490151,15.62,8.761,160.29,-0.02,-0.01,-0.08
3555,8222207,63.4404885,10.3490151,15.63,8.77,160.76,-0.03,0.0,-0.08
3569,8222227,63.4404885,10.3490151,15.63,8.774,160.98,-0.03,0.0,-0.08
3582,8222267,63.4404885,10.3490152,15.63,8.777,161.41,-0.03,0.0,-0.09
3587,8222307,63.4404885,10.3490152,15.64,8.78,161.84,-0.02,0.0,-0.09
3599,8222327,63.4404885,10.3490152,15.64,8.782,162.05,-0.02,0.0,-0.1
3613,8222367,63.4404885,10.3490152,15.63,8.779,162.47,-0.01,0.0,-0.11
3620,8222407,63.4404885,10.3490152,15.63,8.779,162.9,0.0,0.0,-0.13
3633,8222427,63.4404885,10.3490152,15.63,8.779,163.12,0.0,0.0,-0.13
3646,8222467,63.4404885,10.3490152,15.63,8.777,163.54,0.0,0.0,-0.14
3651,8222507,63.4404885,10.3490152,15.63,8.775,163.96,0.01,0.0,-0.15
3664,8222527,63.4404885,10.3490152,15.63,8.775,164.17,0.01,0.01,-0.15
3678,8222567,63.4404885,10.3490152,15.63,8.774,164.55,0.01,0.01,-0.15
3682,8222587,63.4404885,10.3490152,15.63,8.774,164.74,0.01,0.01,-0.15
3697,8222627,63.4404885,10.3490152,15.63,8.775,165.05,0.0,0.02,-0.14
3710,8222667,63.4404885,10.3490152,15.63,8.778,165.29,0.0,0.03,-0.14
3714,8222687,63.4404885,10.3490152,15.63,8.779,165.38,0.0,0.03,-0.13
3728,8222727,63.4404885,10.3490152,15.64,8.78,165.51,0.0,0.03,-0.12
3741,8222767,63.4404885,10.3490153,15.64,8.785,165.58,-0.01,0.03,-0.1
3745,8222787,63.4404885,10.3490153,15.64,8.787,165.59,-0.01,0.03,-0.09
3758,8222827,63.4404885,10.3490153,15.65,8.791,165.6,-0.01,0.03,-0.08
3774,8222867,63.4404885,10.3490154,15.65,8.797,165.58,-0.01,0.03,-0.07
3780,8222887,63.4404885,10.3490154,15.66,8.8,165.56,-0.01,0.03,-0.06
3792,8222927,63.4404885,10.3490154,15.66,8.804,165.52,0.0,0.02,-0.05
3806,8222967,63.4404885,10.3490155,15.67,8.81,165.46,0.0,0.02,-0.04
3810,8222987,63.4404884,10.3490155,15.67,8.812,165.44,0.0,0.03,-0.04
3824,8223027,63.4404884,10.3490155,15.67,8.817,165.39,0.0,0.03,-0.03
3837,8223067,63.4404884,10.3490155,15.68,8.822,165.35,0.01,0.03,-0.02
3841,8223087,63.4404884,10.3490156,15.68,8.824,165.34,0.02,0.03,-0.02
3855,8223127,63.4404884,10.3490156,15.68,8.828,165.33,0.02,0.03,-0.01
3868,8223167,63.4404884,10.3490156,15.69,8.83,165.32,0.03,0.04,0.0
3872,8223187,63.4404885,10.3490157,15.69,8.831,165.32,0.04,0.04,0.0
3887,8223227,63.4404885,10.3490157,15.69,8.832,165.32,0.05,0.05,0.01
3891,8223247,63.4404885,10.3490157,15.69,8.832,165.32,0.05,0.05,0.01
3904,8223287,63.4404885,10.3490158,15.69,8.831,165.32,0.06,0.06,0.03
3918,8223327,63.4404885,10.3490159,15.68,8.829,165.3,0.06,0.07,0.04
3922,8223347,63.4404885,10.3490159,15.68,8.828,165.28,0.06,0.08,0.05
3937,8223387,63.4404885,10.349016,15.68,8.823,165.22,0.07,0.09,0.06
3951,8223427,63.4404885,10.3490161,15.67,8.819,165.14,0.07,0.1,0.07
3955,8223447,63.4404885,10.3490161,15.67,8.816,165.08,0.07,0.1,0.07
3968,8223487,63.4404885,10.3490162,15.67,8.81,164.95,0.07,0.11,0.08
3982,8223527,63.4404885,10.3490163,15.66,8.805,164.79,0.07,0.12,0.08
3996,8223547,63.4404885,10.3490163,15.66,8.801,164.7,0.07,0.12,0.09
4000,8223587,63.4404885,10.3490165,15.65,8.795,164.5,0.07,0.12,0.09
4014,8223627,63.4404885,10.3490166,15.64,8.789,164.28,0.07,0.13,0.09
4019,8223647,63.4404885,10.3490166,15.64,8.786,164.16,0.07,0.13,0.08
4032,8223687,63.4404886,10.3490167,15.63,8.779,163.92,0.07,0.13,0.08
4046,8223727,63.4404886,10.3490168,15.63,8.774,163.67,0.07,0.12,0.07
4050,8223747,63.4404886,10.3490169,15.63,8.771,163.54,0.07,0.12,0.07
4063,8223787,63.4404886,10.349017,15.62,8.764,163.28,0.07,0.12,0.06
4077,8223827,63.4404886,10.3490171,15.61,8.759,163.02,0.07,0.12,0.04
4081,8223847,63.4404887,10.3490171,15.61,8.755,162.89,0.07,0.12,0.03
4094,8223887,63.4404887,10.3490172,15.6,8.748,162.65,0.07,0.12,0.02
4108,8223907,63.4404887,10.3490173,15.6,8.745,162.53,0.07,0.12,0.01
4113,8223947,63.4404887,10.3490174,15.59,8.739,162.31,0.07,0.12,0.0
4126,8223987,63.4404887,10.3490175,15.59,8.732,162.1,0.08,0.12,-0.01
4137,8224007,63.4404887,10.3490176,15.59,8.73,162.0,0.08,0.13,-0.01
4144,8224047,63.4404888,10.3490177,15.58,8.725,161.82,0.08,0.13,-0.03
4157,8224087,63.4404888,10.3490178,15.58,8.722,161.64,0.08,0.13,-0.04
4164,8224107,63.4404888,10.3490178,15.58,8.72,161.55,0.08,0.13,-0.04
4175,8224147,63.4404888,10.349018,15.58,8.72,161.37,0.08,0.14,-0.05
4188,8224187,63.4404889,10.3490181,15.58,8.721,161.17,0.08,0.15,-0.06
4195,8224207,63.4404889,10.3490181,15.58,8.722,161.07,0.07,0.15,-0.07
4207,8224247,63.4404889,10.3490183,15.58,8.727,160.83,0.07,0.15,-0.08
4220,8224287,63.4404889,10.3490184,15.59,8.736,160.56,0.07,0.15,-0.09
4228,8224307,63.4404889,10.3490184,15.59,8.739,160.41,0.06,0.14,-0.09
4238,8224347,63.4404889,10.3490186,15.6,8.749,160.09,0.06,0.14,-0.1
4253,8224387,63.4404889,10.3490187,15.62,8.761,159.73,0.06,0.13,-0.12
4257,8224407,63.440489,10.3490187,15.62,8.767,159.55,0.06,0.13,-0.12
4271,8224447,63.440489,10.3490188,15.63,8.777,159.16,0.06,0.12,-0.13
4284,8224487,63.440489,10.3490189,15.64,8.787,158.77,0.06,0.11,-0.14
4288,8224507,63.440489,10.349019,15.65,8.792,158.57,0.06,0.1,-0.15
4302,8224547,63.440489,10.3490191,15.65,8.796,158.18,0.06,0.08,-0.15
4315,8224567,63.440489,10.3490191,15.65,8.796,157.98,0.06,0.08,-0.15
4323,8224607,63.440489,10.3490192,15.65,8.797,157.59,0.07,0.06,-0.15
4335,8224647,63.4404891,10.3490192,15.65,8.791,157.22,0.07,0.05,-0.15
4347,8224667,63.4404891,10.3490192,15.64,8.784,157.02,0.07,0.04,-0.14
4352,8224707,63.4404891,10.3490193,15.63,8.773,156.67,0.07,0.03,-0.13
4366,8224747,63.4404891,10.3490193,15.61,8.755,156.34,0.07,0.02,-0.11
4378,8224767,63.4404891,10.3490193,15.6,8.744,156.18,0.07,0.01,-0.11
4383,8224807,63.4404891,10.3490193,15.58,8.724,155.87,0.07,0.01,-0.09
4397,8224847,63.4404892,10.3490193,15.56,8.701,155.58,0.07,0.0,-0.07
4409,8224867,63.4404892,10.3490193,15.54,8.689,155.43,0.08,0.0,-0.06
4415,8224907,63.4404892,10.3490193,15.52,8.666,155.16,0.08,0.0,-0.04
4429,8224947,63.4404892,10.3490193,15.5,8.646,154.89,0.08,0.0,-0.02
4441,8224967,63.4404892,10.3490193,15.49,8.638,154.76,0.08,0.0,-0.02
4450,8225007,63.4404892,10.3490193,15.48,8.622,154.52,0.08,-0.01,-0.01
4460,8225047,63.4404893,10.3490192,15.47,8.613,154.27,0.08,-0.01,0.0
4472,8225067,63.4404893,10.3490192,15.47,8.611,154.15,0.07,-0.01,-0.01
4477,8225107,63.4404893,10.3490192,15.46,8.608,153.92,0.07,-0.02,-0.01
4491,8225147,63.4404893,10.3490192,15.47,8.613,153.69,0.07,-0.02,-0.02
4503,8225167,63.4404893,10.3490192,15.47,8.618,153.58,0.07,-0.02,-0.03
4508,8225207,63.4404893,10.3490192,15.48,8.628,153.36,0.06,-0.03,-0.04
4522,8225227,63.4404894,10.3490192,15.49,8.633,153.25,0.06,-0.03,-0.05
4535,8225267,63.4404894,10.3490192,15.51,8.653,153.04,0.06,-0.04,-0.06
4540,8225307,63.4404894,10.3490191,15.53,8.67,152.85,0.05,-0.04,-0.07
4552,8225327,63.4404894,10.3490191,15.53,8.679,152.75,0.05,-0.04,-0.08
4566,8225367,63.4404894,10.3490191,15.55,8.698,152.57,0.05,-0.05,-0.08
4573,8225407,63.4404894,10.349019,15.57,8.715,152.4,0.05,-0.06,-0.08
4585,8225427,63.4404894,10.349019,15.58,8.723,152.32,0.05,-0.06,-0.08
4599,8225467,63.4404894,10.349019,15.59,8.735,152.16,0.04,-0.06,-0.08
4604,8225507,63.4404894,10.349019,15.6,8.746,152.03,0.04,-0.06,-0.07
4616,8225527,63.4404894,10.349019,15.61,8.751,151.97,0.04,-0.06,-0.07
4631,8225567,63.4404895,10.349019,15.61,8.753,151.85,0.03,-0.05,-0.06
4640,8225607,63.4404895,10.349019,15.61,8.754,151.74,0.03,-0.04,-0.04
4649,8225627,63.4404895,10.349019,15.61,8.755,151.68,0.03,-0.04,-0.04
4663,8225667,63.4404895,10.3490189,15.61,8.75,151.56,0.03,-0.03,-0.02
4671,8225707,63.4404895,10.3490189,15.6,8.746,151.44,0.03,-0.02,-0.01
4681,8225727,63.4404895,10.3490189,15.6,8.744,151.37,0.03,-0.01,-0.01
4694,8225767,63.4404895,10.3490189,15.59,8.736,151.22,0.03,0.0,0.0
4702,8225807,63.4404895,10.3490189,15.58,8.729,151.06,0.02,0.0,0.0
4712,8225827,63.4404895,10.3490189,15.58,8.726,150.98,0.02,0.0,0.0
4725,8225867,63.4404895,10.3490189,15.58,8.72,150.82,0.02,0.01,0.01
4731,8225887,63.4404895,10.3490189,15.57,8.717,150.74,0.02,0.01,0.01
4743,8225927,63.4404895,10.349019,15.57,8.712,150.59,0.01,0.01,0.01
4757,8225967,63.4404895,10.349019,15.57,8.71,150.45,0.01,0.01,0.01
4761,8225987,63.4404896,10.349019,15.56,8.708,150.4,0.01,0.01,0.01
4774,8226027,63.4404896,10.349019,15.56,8.706,150.3,0.0,0.01,0.01
4788,8226067,63.4404896,10.349019,15.56,8.706,150.22,0.0,0.01,0.01
4792,8226087,63.4404896,10.349019,15.56,8.706,150.19,0.0,0.01,0.01
4805,8226127,63.4404896,10.349019,15.56,8.706,150.15,0.0,0.0,0.01
4819,8226167,63.4404896,10.3490191,15.56,8.708,150.12,0.0,0.0,0.01
4823,8226187,63.4404896,10.3490191,15.56,8.708,150.12,0.0,0.0,0.01
4838,8226227,63.4404896,10.3490191,15.57,8.71,150.11,0.0,0.0,0.0
4851,8226267,63.4404896,10.3490191,15.57,8.711,150.12,0.0,0.0,0.0
4855,8226287,63.4404896,10.3490191,15.57,8.712,150.12,0.0,0.0,0.0
4868,8226327,63.4404896,10.3490191,15.57,8.713,150.13,0.0,0.0,0.0
4882,8226367,63.4404896,10.3490191,15.57,8.714,150.12,0.0,0.0,0.0
4888,8226387,63.4404896,10.3490191,15.57,8.714,150.12,0.0,0.0,0.0
4901,8226427,63.4404896,10.3490191,15.57,8.715,150.11,0.01,0.0,0.0
4915,8226467,63.4404896,10.3490191,15.57,8.715,150.08,0.01,0.0,0.0
4919,8226487,63.4404896,10.3490191,15.57,8.716,150.06,0.01,0.01,0.0
4933,8226527,63.4404896,10.3490191,15.57,8.717,150.02,0.01,0.01,-0.01
4938,8226547,63.4404896,10.3490191,15.57,8.717,149.99,0.02,0.01,-0.01
4951,8226587,63.4404896,10.3490191,15.57,8.719,149.93,0.02,0.02,-0.02
4965,8226627,63.4404897,10.3490191,15.58,8.72,149.87,0.02,0.02,-0.02
4970,8226647,63.4404897,10.3490191,15.58,8.722,149.84,0.02,0.02,-0.02
4983,8226687,63.4404897,10.3490192,15.58,8.724,149.78,0.02,0.02,-0.03
4996,8226727,63.4404897,10.3490192,15.58,8.727,149.73,0.02,0.03,-0.04
5001,8226747,63.4404897,10.3490192,15.59,8.73,149.72,0.02,0.03,-0.04
5014,8226787,63.4404897,10.3490193,15.59,8.734,149.69,0.02,0.03,-0.03
5028,8226827,63.4404897,10.3490193,15.59,8.738,149.69,0.01,0.02,-0.03
5032,8226847,63.4404897,10.3490193,15.6,8.741,149.7,0.01,0.02,-0.03
5047,8226887,63.4404897,10.3490194,15.6,8.747,149.72,0.01,0.02,-0.03
5059,8226927,63.4404897,10.3490194,15.61,8.751,149.76,0.01,0.01,-0.02
5064,8226947,63.4404897,10.3490194,15.61,8.753,149.79,0.01,0.01,-0.02
5077,8226987,63.4404898,10.3490194,15.61,8.757,149.83,0.01,0.01,-0.01
5090,8227027,63.4404898,10.3490195,15.62,8.76,149.88,0.01,0.01,-0.01
5095,8227047,63.4404898,10.3490195,15.62,8.76,149.9,0.01,0.0,0.0
5108,8227087,63.4404898,10.3490195,15.62,8.761,149.93,0.01,0.0,0.0
5121,8227127,63.4404898,10.3490195,15.62,8.762,149.94,0.01,0.01,0.0
5126,8227147,63.4404898,10.3490195,15.62,8.761,149.94,0.01,0.01,0.0
5139,8227187,63.4404898,10.3490196,15.61,8.759,149.93,0.02,0.01,0.0
5153,8227207,63.4404898,10.3490196,15.61,8.758,149.93,0.02,0.01,0.0
5158,8227247,63.4404898,10.3490196,15.61,8.756,149.91,0.04,0.01,0.0
5171,8227287,63.4404898,10.3490197,15.61,8.752,149.88,0.05,0.02,0.01
5184,8227307,63.4404899,10.3490197,15.61,8.751,149.88,0.06,0.02,0.01
5189,8227347,63.4404899,10.3490197,15.6,8.748,149.86,0.07,0.02,0.01
5204,8227387,63.4404899,10.3490198,15.6,8.746,149.85,0.08,0.02,0.02
5208,8227407,63.4404899,10.3490198,15.6,8.745,149.85,0.08,0.02,0.02
5222,8227447,63.44049,10.3490199,15.6,8.746,149.84,0.09,0.03,0.02
5235,8227487,63.44049,10.3490199,15.6,8.747,149.84,0.09,0.03,0.03
5248,8227507,63.44049,10.3490199,15.6,8.748,149.83,0.09,0.03,0.03
5253,8227547,63.4404901,10.34902,15.61,8.752,149.82,0.08,0.04,0.02
5267,8227587,63.4404901,10.34902,15.61,8.758,149.8,0.08,0.04,0.03
5272,8227607,63.4404901,10.3490201,15.62,8.761,149.78,0.07,0.04,0.03
5286,8227647,63.4404901,10.3490201,15.62,8.768,149.75,0.07,0.04,0.03
5299,8227687,63.4404902,10.3490202,15.63,8.775,149.71,0.06,0.04,0.03
5305,8227707,63.4404902,10.3490202,15.63,8.779,149.69,0.05,0.04,0.03
5317,8227747,63.4404902,10.3490203,15.64,8.785,149.62,0.04,0.04,0.02
5330,8227787,63.4404902,10.3490204,15.65,8.791,149.52,0.03,0.05,0.02
5334,8227807,63.4404902,10.3490204,15.65,8.794,149.46,0.02,0.05,0.01
5348,8227847,63.4404903,10.3490205,15.65,8.797,149.3,0.01,0.06,0.0
5360,8227867,63.4404903,10.3490205,15.65,8.797,149.2,0.01,0.06,0.0
5368,8227907,63.4404903,10.3490206,15.65,8.798,148.99,0.0,0.06,0.0
5380,8227947,63.4404903,10.3490207,15.65,8.796,148.74,0.0,0.06,-0.01
5394,8227967,63.4404903,10.3490207,15.65,8.793,148.6,0.0,0.06,-0.02
5398,8228007,63.4404903,10.3490208,15.64,8.789,148.33,0.0,0.06,-0.03
5411,8228047,63.4404903,10.3490209,15.64,8.782,148.04,0.0,0.05,-0.05
5423,8228067,63.4404903,10.3490209,15.63,8.777,147.9,0.0,0.05,-0.05
5431,8228107,63.4404903,10.349021,15.62,8.769,147.63,0.0,0.04,-0.06
5442,8228147,63.4404903,10.349021,15.62,8.761,147.38,0.0,0.04,-0.08
5454,8228167,63.4404903,10.3490211,15.61,8.756,147.27,0.01,0.04,-0.08
5462,8228207,63.4404903,10.3490211,15.6,8.748,147.07,0.01,0.03,-0.09
5474,8228247,63.4404903,10.3490212,15.6,8.742,146.91,0.02,0.03,-0.09
5486,8228267,63.4404903,10.3490212,15.59,8.739,146.83,0.03,0.03,-0.1
5493,8228307,63.4404903,10.3490213,15.59,8.735,146.71,0.03,0.02,-0.1
5505,8228347,63.4404904,10.3490213,15.59,8.734,146.6,0.04,0.02,-0.1
5517,8228367,63.4404904,10.3490214,15.59,8.735,146.55,0.05,0.02,-0.1
5524,8228407,63.4404904,10.3490214,15.59,8.737,146.45,0.05,0.02,-0.1
5538,8228447,63.4404904,10.3490214,15.6,8.743,146.35,0.06,0.01,-0.1
5550,8228467,63.4404904,10.3490215,15.6,8.747,146.3,0.06,0.01,-0.1
5557,8228507,63.4404904,10.3490215,15.61,8.755,146.18,0.06,0.01,-0.1
5567,8228527,63.4404905,10.3490215,15.61,8.759,146.12,0.06,0.01,-0.1
5582,8228567,63.4404905,10.3490216,15.63,8.771,145.97,0.07,0.01,-0.1
5597,8228607,63.4404905,10.3490216,15.64,8.782,145.82,0.07,0.0,-0.11
5611,8228627,63.4404905,10.3490216,15.64,8.788,145.74,0.06,0.0,-0.1
5614,8228667,63.4404906,10.3490217,15.65,8.799,145.55,0.06,0.0,-0.11
5628,8228707,63.4404906,10.3490217,15.66,8.809,145.36,0.05,0.0,-0.1
5632,8228727,63.4404906,10.3490217,15.67,8.813,145.27,0.05,-0.01,-0.1
5645,8228767,63.4404906,10.3490217,15.67,8.816,145.06,0.05,-0.01,-0.08
5654,8228807,63.4404906,10.3490217,15.67,8.819,144.87,0.04,-0.02,-0.07
5662,8228827,63.4404906,10.3490217,15.68,8.821,144.76,0.04,-0.02,-0.06
5676,8228867,63.4404907,10.3490217,15.67,8.814,144.56,0.03,-0.03,-0.05
5689,8228907,63.4404907,10.3490217,15.66,8.808,144.34,0.03,-0.03,-0.04
5694,8228927,63.4404907,10.3490217,15.66,8.805,144.23,0.02,-0.03,-0.03
5708,8228967,63.4404907,10.3490217,15.65,8.79,143.99,0.02,-0.03,-0.01
5713,8229007,63.4404907,10.3490217,15.63,8.777,143.75,0.01,-0.02,0.0
5725,8229027,63.4404907,10.3490217,15.63,8.771,143.63,0.01,-0.02,0.0
5739,8229067,63.4404907,10.3490217,15.61,8.755,143.37,0.01,-0.02,0.01
5744,8229107,63.4404907,10.3490218,15.6,8.741,143.11,0.0,-0.01,0.01
5758,8229127,63.4404907,10.3490218,15.59,8.735,142.97,0.0,-0.01,0.01
5770,8229167,63.4404907,10.3490218,15.58,8.725,142.69,0.0,0.0,0.01
5774,8229187,63.4404907,10.3490218,15.58,8.721,142.56,0.0,0.0,0.01
5788,8229227,63.4404907,10.3490218,15.57,8.713,142.26,0.0,0.0,0.01
5802,8229267,63.4404907,10.3490218,15.57,8.714,141.97,-0.01,0.0,0.0
5806,8229287,63.4404907,10.3490219,15.57,8.715,141.83,-0.01,0.01,0.0
5819,8229327,63.4404906,10.3490219,15.57,8.717,141.53,-0.02,0.01,0.0
5833,8229367,63.4404906,10.3490219,15.59,8.73,141.24,-0.02,0.01,0.0
5839,8229387,63.4404906,10.3490219,15.59,8.736,141.1,-0.02,0.01,0.0
5852,8229427,63.4404906,10.349022,15.6,8.746,140.83,-0.02,0.01,-0.01
5866,8229467,63.4404906,10.349022,15.62,8.767,140.58,-0.02,0.01,-0.02
5870,8229487,63.4404906,10.349022,15.63,8.776,140.46,-0.02,0.01,-0.02
5883,8229527,63.4404906,10.349022,15.65,8.792,140.22,-0.02,0.01,-0.02
5898,8229567,63.4404906,10.3490221,15.67,8.812,140.01,-0.01,0.01,-0.02
5902,8229587,63.4404906,10.3490221,15.68,8.821,139.92,-0.01,0.0,-0.02
5916,8229627,63.4404906,10.3490221,15.69,8.838,139.74,-0.01,0.0,-0.02
5930,8229667,63.4404906,10.3490221,15.71,8.852,139.58,0.0,0.0,-0.02
5934,8229687,63.4404906,10.3490221,15.71,8.858,139.51,0.0,0.0,-0.02
5947,8229727,63.4404906,10.3490221,15.72,8.869,139.39,0.0,0.0,-0.01
5961,8229767,63.4404906,10.3490221,15.73,8.872,139.29,0.0,0.0,0.0
5965,8229787,63.4404906,10.3490221,15.73,8.873,139.25,0.0,0.0,0.0
5978,8229827,63.4404906,10.3490221,15.73,8.875,139.17,0.01,-0.01,0.0
