packet_index,time_boot_ms,roll_rad,pitch_rad,yaw_rad,roll_deg,pitch_deg,yaw_deg,rollspeed_radps,pitchspeed_radps,yawspeed_radps
17,8208407,-0.013872874900698662,0.0209650956094265,1.4931641817092896,-0.7948571815230043,1.201211495508391,85.55200573204745,0.0064055658876895905,0.031463343650102615,0.009635444730520248
44,8208507,-0.0163170974701643,0.027372973039746284,1.494460105895996,-0.934900818944007,1.56835582790285,85.62625671851465,-0.02251390554010868,0.06636843085289001,0.013678567484021187
77,8208607,-0.02175660990178585,0.03242132440209389,1.4963351488113403,-1.2465619238848658,1.8576050544644869,85.73368876396978,-0.053618013858795166,0.05243943631649017,0.019394386559724808
96,8208707,-0.02867213450372219,0.035162460058927536,1.4981998205184937,-1.6427922966947066,2.0146605586738757,85.84052658296712,-0.07025003433227539,0.029232751578092575,0.019724590703845024
125,8208807,-0.03492026776075363,0.0342702679336071,1.4990390539169312,-2.000783962157937,1.9635417153782078,85.88861111472401,-0.06487782299518585,-0.006724946200847626,0.009549584239721298
151,8208907,-0.03911919891834259,0.029658468440175056,1.4981881380081177,-2.2413649959537656,1.6993050684439805,85.83985722442846,-0.044554322957992554,-0.04359713941812515,-0.008532389998435974
166,8209007,-0.04058079048991203,0.019942643120884895,1.4958274364471436,-2.325108024376588,1.1426292831623088,85.70459898829469,-0.015816226601600647,-0.09200453758239746,-0.02645595371723175
190,8209107,-0.040484122931957245,0.007905681617558002,1.4932447671890259,-2.3195693812899423,0.4529621908602313,85.55662293992637,0.0009246896952390671,-0.12087146937847137,-0.031416330486536026
215,8209207,-0.039671123027801514,-0.0014468471053987741,1.4910768270492554,-2.2729879180372783,-0.08289823274006955,85.43240911968051,0.008633965626358986,-0.09904168546199799,-0.02638167142868042
240,8209307,-0.039148226380348206,-0.0031190705485641956,1.4891629219055176,-2.2430281470166635,-0.17870957843628288,85.32275043255596,0.0061560459434986115,-0.0230072233825922,-0.020317306742072105
275,8209407,-0.03871484473347664,0.003609797917306423,1.4875966310501099,-2.218197207732494,0.2068261855567726,85.23300857705117,0.0035523027181625366,0.06424406170845032,-0.014080476015806198
290,8209507,-0.036573003977537155,0.012910419143736362,1.4866254329681396,-2.0954787720280517,0.7397125286809957,85.17736302588307,0.018982326611876488,0.09522727876901627,-0.007193051278591156
326,8209607,-0.02990409918129444,0.020272595807909966,1.4863111972808838,-1.713378673228792,1.1615341795678464,85.15935864723092,0.06207619607448578,0.07850346714258194,-0.001414937898516655
341,8209707,-0.018107356503605843,0.020890453830361366,1.486800193786621,-1.0374751057953775,1.196934836592611,85.18737608320632,0.11560562998056412,0.011718137189745903,0.004695415496826172
365,8209807,-0.004809865262359381,0.015030094422399998,1.48759925365448,-0.27558497955977695,0.8611609760866387,85.23315884121291,0.1348581165075302,-0.054909802973270416,0.007697349414229393
400,8209907,0.004629994742572308,0.0045259916223585606,1.4882041215896606,0.2652791579171533,0.2593202180727138,85.26781522106155,0.10111739486455917,-0.10668589174747467,0.006842337548732758
415,8210007,0.0056448099203407764,-0.002332586795091629,1.488571286201477,0.3234237845891049,-0.13364737870669732,85.28885220370519,0.018862804397940636,-0.07775922119617462,0.004345115274190903
439,8210107,-0.0027892934158444405,0.0009728832519613206,1.4892218112945557,-0.15981474055151532,0.055742104296346344,85.32612454600596,-0.07800675183534622,0.023789338767528534,0.006186103448271751
463,8210207,-0.018427709117531776,0.013812223449349403,1.489667296409607,-1.0558299585293174,0.7913821093393488,85.35164896293429,-0.15466392040252686,0.1250690221786499,0.005539365112781525
489,8210307,-0.03550846129655838,0.02840033546090126,1.4891695976257324,-2.034484969296426,1.6272193586653718,85.32313292314949,-0.17450962960720062,0.15169325470924377,-0.0011590328067541122
515,8210407,-0.048068590462207794,0.038231514394283295,1.4876748323440552,-2.75412736062731,2.1905044191860887,85.2374891811467,-0.13054385781288147,0.10548100620508194,-0.010934765450656414
539,8210507,-0.05230145901441574,0.03702447935938835,1.4860347509384155,-2.9966528639024763,2.1213464059621825,85.14351943854567,-0.04882281646132469,-0.0016810186207294464,-0.017373355105519295
