packet_index,time_boot_ms,roll_rad,pitch_rad,yaw_rad,roll_deg,pitch_deg,yaw_deg,rollspeed_radps,pitchspeed_radps,yawspeed_radps
9,8523507,-0.05116478353738785,0.036025889217853546,-2.6788034439086914,-2.931526156392758,2.0641314053888666,-153.48413148107798,0.006717754527926445,0.0028525348752737045,0.0014694621786475182
36,8523607,-0.045927051454782486,0.02844204381108284,-2.6775729656219482,-2.631426213839204,1.62960907110123,-153.4136302684651,0.04708513990044594,-0.07463254034519196,0.006264974363148212
60,8523707,-0.03568388521671295,0.016025060787796974,-2.6750242710113525,-2.044536019546923,0.9181683495813567,-153.26760082401023,0.09877379983663559,-0.12485691905021667,0.018038250505924225
84,8523807,-0.021263401955366135,0.005387239158153534,-2.6719400882720947,-1.2183031901327015,0.3086660669898081,-153.09089016980366,0.1428712010383606,-0.11362835764884949,0.026601791381835938
108,8523907,-0.007257962599396706,0.0001858571486081928,-2.6693735122680664,-0.41585062480923146,0.01064883020758519,-152.94383619697328,0.14311043918132782,-0.05694907531142235,0.024820476770401
134,8524007,1.3591597962658852e-05,0.000311215000692755,-2.6681482791900635,0.0007787412000989605,0.017831306060855853,-152.8736355126839,0.08142353594303131,-0.0007718168199062347,0.012945320457220078
158,8524107,-0.003496414516121149,0.003920931834727526,-2.668039083480835,-0.20032979520201777,0.22465284588837364,-152.86737905940416,-0.026241905987262726,0.03397759795188904,0.0013686241582036018
182,8524207,-0.01701422408223152,0.010324826464056969,-2.668213367462158,-0.9748432316017127,0.5915689805954455,-152.87736479597072,-0.13149793446063995,0.06352565437555313,-0.0010213665664196014
208,8524307,-0.034176137298345566,0.016595065593719482,-2.6679272651672363,-1.9581484272548366,0.95082721926289,-152.86097234196268,-0.17513182759284973,0.06468338519334793,0.004560044035315514
234,8524407,-0.047145940363407135,0.02085036039352417,-2.6670196056365967,-2.7012634039987033,1.1946376518756652,-152.80896728162222,-0.13822704553604126,0.044358719140291214,0.010940921492874622
258,8524507,-0.05065179243683815,0.021389447152614594,-2.665842056274414,-2.9021339314034895,1.2255250479629323,-152.74149867300082,-0.042943865060806274,0.008073752745985985,0.012529014609754086
