packet_index,time_boot_ms,lat_deg,lon_deg,alt_m,relative_alt_m,heading_deg,vx_mps,vy_mps,vz_mps
7167,8551907,63.4404805,10.3488326,16.65,9.799,158.26,-0.52,0.38,-0.04
7180,8551947,63.4404803,10.348833,16.66,9.805,158.38,-0.52,0.38,-0.05
7185,8551967,63.4404802,10.3488332,16.66,9.809,158.43,-0.52,0.39,-0.05
7198,8552007,63.44048,10.3488336,16.67,9.815,158.53,-0.53,0.39,-0.05
7202,8552027,63.4404799,10.3488338,16.67,9.818,158.58,-0.53,0.39,-0.05
7216,8552067,63.4404797,10.3488341,16.68,9.821,158.67,-0.53,0.4,-0.05
7229,8552107,63.4404795,10.3488345,16.68,9.823,158.75,-0.53,0.41,-0.03
7242,8552127,63.4404794,10.3488347,16.68,9.824,158.79,-0.53,0.41,-0.03
7247,8552167,63.4404791,10.3488351,16.68,9.821,158.88,-0.53,0.42,-0.01
7260,8552207,63.4404789,10.3488355,16.67,9.818,158.99,-0.53,0.42,0.01
7274,8552227,63.4404788,10.3488357,16.67,9.817,159.06,-0.53,0.42,0.02
7279,8552267,63.4404786,10.3488361,16.67,9.811,159.21,-0.53,0.42,0.05
7292,8552307,63.4404784,10.3488365,16.66,9.805,159.4,-0.53,0.42,0.08
7299,8552327,63.4404783,10.3488367,16.66,9.802,159.51,-0.53,0.43,0.09
7310,8552367,63.4404781,10.3488371,16.65,9.797,159.72,-0.54,0.43,0.11
7325,8552407,63.4404779,10.3488374,16.65,9.791,159.93,-0.54,0.43,0.12
7329,8552427,63.4404777,10.3488376,16.64,9.788,160.04,-0.54,0.44,0.12
7343,8552467,63.4404775,10.348838,16.64,9.787,160.23,-0.54,0.45,0.12
7356,8552507,63.4404773,10.3488384,16.64,9.786,160.4,-0.54,0.45,0.11
7362,8552527,63.4404772,10.3488386,16.64,9.786,160.49,-0.53,0.46,0.11
7377,8552567,63.440477,10.3488391,16.65,9.79,160.65,-0.53,0.46,0.09
7389,8552607,63.4404768,10.3488395,16.65,9.794,160.82,-0.52,0.47,0.06
7402,8552627,63.4404767,10.3488397,16.65,9.796,160.91,-0.52,0.47,0.05
7407,8552667,63.4404765,10.3488401,16.66,9.803,161.11,-0.51,0.47,0.02
7419,8552687,63.4404764,10.3488403,16.66,9.807,161.22,-0.51,0.47,0.01
7424,8552727,63.4404762,10.3488407,16.67,9.815,161.48,-0.5,0.47,0.0
7438,8552767,63.4404759,10.3488411,16.68,9.821,161.76,-0.49,0.46,-0.03
7450,8552787,63.4404759,10.3488413,16.68,9.825,161.93,-0.49,0.46,-0.04
7455,8552827,63.4404757,10.3488417,16.69,9.832,162.27,-0.48,0.46,-0.05
7469,8552867,63.4404755,10.348842,16.69,9.834,162.61,-0.48,0.46,-0.06
7483,8552887,63.4404754,10.3488422,16.69,9.835,162.79,-0.48,0.46,-0.06
7487,8552927,63.4404752,10.3488426,16.69,9.837,163.14,-0.47,0.46,-0.06
7501,8552967,63.440475,10.348843,16.69,9.833,163.48,-0.47,0.46,-0.06
7513,8552987,63.4404749,10.3488432,16.69,9.832,163.64,-0.47,0.46,-0.05
7518,8553027,63.4404747,10.3488436,16.68,9.829,163.95,-0.47,0.46,-0.04
7532,8553067,63.4404745,10.3488439,16.68,9.821,164.26,-0.48,0.46,-0.02
7544,8553087,63.4404744,10.3488441,16.67,9.817,164.41,-0.48,0.46,-0.01
7551,8553127,63.4404742,10.3488445,16.66,9.809,164.71,-0.48,0.47,0.0
7563,8553167,63.440474,10.3488449,16.66,9.801,165.01,-0.49,0.47,0.02
7575,8553187,63.4404739,10.3488451,16.65,9.796,165.17,-0.49,0.47,0.03
7590,8553227,63.4404737,10.3488455,16.64,9.788,165.5,-0.49,0.48,0.05
7595,8553267,63.4404735,10.3488459,16.64,9.781,165.84,-0.5,0.47,0.07
7607,8553287,63.4404734,10.348846,16.63,9.777,166.01,-0.5,0.47,0.07
7612,8553327,63.4404732,10.3488464,16.63,9.77,166.35,-0.51,0.47,0.08
7624,8553347,63.4404731,10.3488466,16.62,9.769,166.52,-0.51,0.47,0.09
7640,8553387,63.4404729,10.348847,16.62,9.764,166.83,-0.52,0.48,0.09
7645,8553427,63.4404726,10.3488474,16.62,9.761,167.1,-0.53,0.48,0.09
7657,8553447,63.4404725,10.3488475,16.62,9.761,167.23,-0.53,0.48,0.08
7671,8553487,63.4404723,10.3488479,16.62,9.761,167.46,-0.53,0.48,0.07
7685,8553527,63.4404721,10.3488483,16.62,9.762,167.67,-0.54,0.47,0.06
7689,8553547,63.440472,10.3488485,16.62,9.764,167.76,-0.54,0.47,0.05
7703,8553587,63.4404718,10.3488489,16.62,9.768,167.95,-0.54,0.47,0.03
7709,8553627,63.4404716,10.3488492,16.63,9.772,168.15,-0.54,0.46,0.0
7721,8553647,63.4404715,10.3488494,16.63,9.774,168.26,-0.54,0.46,0.0
7735,8553687,63.4404712,10.3488498,16.64,9.78,168.47,-0.55,0.45,-0.03
7740,8553727,63.440471,10.3488501,16.64,9.786,168.68,-0.55,0.44,-0.05
7752,8553747,63.4404709,10.3488503,16.64,9.788,168.79,-0.55,0.44,-0.06
7766,8553787,63.4404707,10.3488507,16.65,9.792,168.99,-0.55,0.43,-0.09
7775,8553827,63.4404704,10.348851,16.65,9.798,169.19,-0.56,0.43,-0.1
7783,8553847,63.4404703,10.3488512,16.65,9.798,169.29,-0.56,0.43,-0.11
7797,8553887,63.4404701,10.3488515,16.65,9.798,169.47,-0.56,0.42,-0.12
7807,8553927,63.4404699,10.3488518,16.66,9.8,169.63,-0.57,0.42,-0.13
7815,8553947,63.4404698,10.348852,16.65,9.797,169.7,-0.57,0.42,-0.13
7829,8553987,63.4404695,10.3488523,16.65,9.794,169.82,-0.58,0.42,-0.13
7833,8554007,63.4404694,10.3488525,16.65,9.793,169.87,-0.58,0.42,-0.13
7846,8554047,63.4404692,10.3488528,16.65,9.79,169.96,-0.59,0.41,-0.13
7860,8554087,63.4404689,10.3488531,16.64,9.785,170.04,-0.59,0.41,-0.12
7864,8554107,63.4404688,10.3488533,16.64,9.782,170.08,-0.59,0.4,-0.12
7877,8554147,63.4404686,10.3488536,16.63,9.778,170.15,-0.59,0.4,-0.12
7891,8554187,63.4404683,10.3488539,16.63,9.775,170.22,-0.59,0.38,-0.12
7895,8554207,63.4404682,10.348854,16.63,9.774,170.26,-0.59,0.38,-0.12
7909,8554247,63.440468,10.3488543,16.63,9.774,170.36,-0.59,0.37,-0.12
7923,8554287,63.4404677,10.3488546,16.63,9.776,170.44,-0.59,0.35,-0.13
7927,8554307,63.4404676,10.3488547,16.63,9.776,170.48,-0.59,0.35,-0.13
7940,8554347,63.4404674,10.348855,16.64,9.78,170.54,-0.59,0.34,-0.13
7956,8554387,63.4404671,10.3488553,16.64,9.785,170.56,-0.6,0.33,-0.14
7960,8554407,63.440467,10.3488554,16.64,9.788,170.56,-0.6,0.33,-0.14
7973,8554447,63.4404668,10.3488556,16.65,9.794,170.51,-0.6,0.33,-0.14
7987,8554487,63.4404665,10.3488559,16.65,9.799,170.43,-0.6,0.33,-0.13
7991,8554507,63.4404664,10.348856,16.66,9.802,170.37,-0.6,0.33,-0.13
8004,8554547,63.4404661,10.3488563,16.66,9.807,170.25,-0.6,0.33,-0.12
8019,8554587,63.4404659,10.3488565,16.67,9.811,170.12,-0.6,0.33,-0.11
8024,8554607,63.4404657,10.3488566,16.67,9.813,170.06,-0.6,0.33,-0.11
8037,8554647,63.4404655,10.3488569,16.67,9.815,169.95,-0.59,0.33,-0.1
8042,8554667,63.4404654,10.348857,16.67,9.817,169.91,-0.58,0.33,-0.1
8055,8554707,63.4404651,10.3488573,16.67,9.818,169.83,-0.58,0.33,-0.09
8068,8554747,63.4404649,10.3488575,16.67,9.819,169.78,-0.57,0.33,-0.08
8073,8554767,63.4404647,10.3488576,16.68,9.82,169.76,-0.57,0.33,-0.07
8086,8554807,63.4404645,10.3488579,16.68,9.821,169.73,-0.57,0.33,-0.06
8099,8554847,63.4404643,10.3488581,16.68,9.822,169.68,-0.58,0.34,-0.04
8104,8554867,63.4404641,10.3488583,16.68,9.823,169.66,-0.58,0.34,-0.03
8118,8554907,63.4404639,10.3488585,16.68,9.823,169.59,-0.58,0.35,-0.01
8132,8554947,63.4404636,10.3488588,16.68,9.824,169.49,-0.59,0.36,0.0
8136,8554967,63.4404635,10.3488589,16.68,9.825,169.43,-0.59,0.36,0.01
8149,8555007,63.4404633,10.3488592,16.68,9.825,169.3,-0.59,0.37,0.03
8163,8555047,63.440463,10.3488595,16.68,9.826,169.17,-0.59,0.38,0.04
8167,8555067,63.4404629,10.3488596,16.68,9.826,169.11,-0.58,0.38,0.05
8180,8555107,63.4404626,10.3488599,16.68,9.826,168.99,-0.58,0.38,0.06
8193,8555147,63.4404624,10.3488602,16.68,9.825,168.92,-0.57,0.38,0.06
8198,8555167,63.4404623,10.3488603,16.68,9.825,168.89,-0.57,0.38,0.06
8211,8555207,63.440462,10.3488606,16.68,9.824,168.89,-0.56,0.37,0.06
8225,8555247,63.4404618,10.3488609,16.68,9.823,168.94,-0.55,0.37,0.05
8230,8555267,63.4404617,10.348861,16.68,9.822,168.98,-0.54,0.37,0.05
8243,8555307,63.4404614,10.3488613,16.68,9.821,169.09,-0.54,0.36,0.04
8247,8555327,63.4404613,10.3488614,16.68,9.821,169.16,-0.53,0.36,0.04
8261,8555367,63.4404611,10.3488616,16.67,9.817,169.32,-0.53,0.36,0.03
8276,8555407,63.4404609,10.3488619,16.67,9.814,169.5,-0.52,0.36,0.02
8280,8555427,63.4404608,10.348862,16.67,9.813,169.6,-0.52,0.36,0.02
8294,8555467,63.4404605,10.3488623,16.66,9.808,169.82,-0.51,0.36,0.02
8307,8555507,63.4404603,10.3488625,16.66,9.803,170.06,-0.51,0.37,0.01
8311,8555527,63.4404602,10.3488626,16.66,9.801,170.19,-0.51,0.36,0.01
8326,8555567,63.44046,10.3488629,16.65,9.795,170.46,-0.51,0.37,0.02
8340,8555607,63.4404598,10.3488631,16.65,9.79,170.77,-0.51,0.37,0.03
8344,8555627,63.4404597,10.3488633,16.64,9.787,170.94,-0.5,0.37,0.03
8358,8555667,63.4404595,10.3488635,16.64,9.782,171.33,-0.5,0.37,0.04
8371,8555707,63.4404593,10.3488637,16.63,9.777,171.76,-0.5,0.36,0.06
8375,8555727,63.4404591,10.3488639,16.63,9.774,171.99,-0.5,0.36,0.06
8389,8555767,63.4404589,10.3488641,16.63,9.772,172.47,-0.5,0.36,0.07
8402,8555807,63.4404587,10.3488643,16.62,9.769,172.96,-0.51,0.36,0.07
8406,8555827,63.4404586,10.3488645,16.62,9.767,173.2,-0.51,0.36,0.08
8420,8555867,63.4404584,10.3488647,16.62,9.768,173.71,-0.51,0.35,0.08
8434,8555907,63.4404582,10.3488649,16.62,9.769,174.23,-0.51,0.34,0.08
8438,8555927,63.4404581,10.348865,16.62,9.769,174.51,-0.5,0.34,0.08
8452,8555967,63.4404579,10.3488652,16.63,9.773,175.07,-0.48,0.33,0.07
8464,8555987,63.4404578,10.3488653,16.63,9.775,175.36,-0.47,0.33,0.07
8472,8556027,63.4404576,10.3488656,16.63,9.779,175.98,-0.44,0.31,0.06
8483,8556067,63.4404574,10.3488658,16.64,9.785,176.68,-0.41,0.3,0.04
8495,8556087,63.4404574,10.3488658,16.64,9.788,177.05,-0.39,0.29,0.04
8502,8556127,63.4404572,10.348866,16.65,9.794,177.85,-0.36,0.27,0.02
8514,8556167,63.440457,10.3488661,16.65,9.799,178.74,-0.33,0.26,0.01
8526,8556187,63.440457,10.3488662,16.66,9.802,179.21,-0.31,0.24,0.0
8541,8556227,63.4404569,10.3488664,16.66,9.806,180.26,-0.3,0.23,0.0
8546,8556267,63.4404567,10.3488665,16.66,9.806,181.35,-0.26,0.22,-0.01
8558,8556287,63.4404567,10.3488666,16.66,9.806,181.92,-0.26,0.22,-0.01
8563,8556327,63.4404566,10.3488667,16.66,9.806,183.07,-0.25,0.21,-0.01
8577,8556367,63.4404564,10.3488668,16.65,9.799,184.21,-0.27,0.19,-0.02
8591,8556387,63.4404564,10.3488668,16.65,9.796,184.76,-0.27,0.19,-0.01
8596,8556427,63.4404563,10.3488669,16.65,9.79,185.84,-0.28,0.19,-0.02
8610,8556467,63.4404561,10.3488671,16.63,9.778,186.9,-0.27,0.2,-0.01
8622,8556487,63.4404561,10.3488671,16.63,9.772,187.42,-0.27,0.2,-0.02
8629,8556527,63.4404559,10.3488672,16.62,9.762,188.49,-0.26,0.2,-0.01
8642,8556567,63.4404558,10.3488672,16.6,9.748,189.56,-0.22,0.19,-0.01
8656,8556587,63.4404558,10.3488673,16.6,9.741,190.12,-0.21,0.19,0.0
8671,8556627,63.4404557,10.3488674,16.58,9.729,191.27,-0.18,0.19,0.0
8674,8556647,63.4404556,10.3488674,16.58,9.722,191.86,-0.17,0.19,0.0
8688,8556687,63.4404555,10.3488675,16.57,9.71,193.05,-0.15,0.19,0.0
8700,8556727,63.4404554,10.3488676,16.55,9.699,194.25,-0.14,0.19,-0.01
8703,8556747,63.4404554,10.3488676,16.55,9.692,194.84,-0.13,0.19,-0.01
8717,8556787,63.4404553,10.3488677,16.54,9.68,196.04,-0.13,0.18,-0.02
8724,8556827,63.4404553,10.3488677,16.53,9.67,197.2,-0.12,0.17,-0.02
8735,8556847,63.4404552,10.3488678,16.52,9.662,197.77,-0.11,0.18,-0.02
8749,8556887,63.4404552,10.3488678,16.5,9.648,198.89,-0.1,0.17,-0.02
8756,8556927,63.4404551,10.3488678,16.49,9.637,199.98,-0.1,0.16,-0.03
8766,8556947,63.440455,10.3488678,16.48,9.628,200.52,-0.1,0.15,-0.03
8780,8556987,63.440455,10.3488679,16.47,9.613,201.55,-0.09,0.14,-0.02
8787,8557027,63.4404549,10.3488679,16.45,9.599,202.54,-0.09,0.14,-0.02
8798,8557047,63.4404549,10.3488679,16.44,9.589,203.02,-0.09,0.14,-0.01
8811,8557087,63.4404548,10.3488679,16.43,9.572,203.97,-0.1,0.13,-0.01
8820,8557127,63.4404547,10.3488678,16.41,9.557,204.84,-0.1,0.12,0.0
8830,8557147,63.4404547,10.3488678,16.4,9.547,205.26,-0.1,0.12,0.0
8844,8557187,63.4404546,10.3488678,16.39,9.53,206.07,-0.1,0.11,0.0
8853,8557227,63.4404546,10.3488678,16.37,9.515,206.85,-0.1,0.1,0.0
8862,8557247,63.4404545,10.3488678,16.36,9.507,207.24,-0.1,0.1,0.0
8876,8557287,63.4404545,10.3488677,16.35,9.493,208.01,-0.1,0.09,0.0
8880,8557307,63.4404544,10.3488677,16.34,9.487,208.4,-0.1,0.09,0.0
8894,8557347,63.4404544,10.3488676,16.33,9.476,209.17,-0.09,0.08,0.0
8910,8557387,63.4404543,10.3488675,16.32,9.467,209.97,-0.09,0.07,-0.01
8924,8557407,63.4404543,10.3488675,16.32,9.464,210.36,-0.09,0.07,-0.02
8927,8557447,63.4404542,10.3488674,16.31,9.458,211.13,-0.09,0.06,-0.04
8940,8557487,63.4404542,10.3488674,16.31,9.454,211.89,-0.09,0.06,-0.05
8944,8557507,63.4404541,10.3488673,16.31,9.453,212.27,-0.09,0.05,-0.06
8958,8557547,63.4404541,10.3488672,16.31,9.452,213.01,-0.1,0.04,-0.08
8972,8557587,63.440454,10.3488671,16.31,9.453,213.74,-0.1,0.03,-0.09
8977,8557607,63.440454,10.3488671,16.31,9.453,214.09,-0.1,0.03,-0.09
8991,8557647,63.4404539,10.348867,16.31,9.456,214.82,-0.1,0.02,-0.1
9004,8557687,63.4404539,10.3488668,16.31,9.459,215.52,-0.1,0.01,-0.1
9008,8557707,63.4404538,10.3488668,16.32,9.461,215.87,-0.1,0.0,-0.09
9022,8557747,63.4404538,10.3488666,16.32,9.464,216.57,-0.1,0.0,-0.09
9035,8557787,63.4404537,10.3488665,16.32,9.468,217.28,-0.1,-0.01,-0.08
9039,8557807,63.4404537,10.3488664,16.33,9.47,217.64,-0.1,-0.01,-0.07
9052,8557847,63.4404536,10.3488664,16.33,9.475,218.37,-0.1,-0.02,-0.06
9066,8557887,63.4404536,10.3488662,16.34,9.48,219.12,-0.09,-0.03,-0.05
9071,8557907,63.4404535,10.3488661,16.34,9.481,219.51,-0.09,-0.03,-0.04
9084,8557947,63.4404535,10.348866,16.34,9.486,220.31,-0.09,-0.04,-0.03
9089,8557967,63.4404534,10.3488659,16.34,9.488,220.71,-0.09,-0.04,-0.02
9102,8558007,63.4404534,10.3488657,16.35,9.493,221.52,-0.09,-0.04,-0.01
9116,8558047,63.4404533,10.3488656,16.35,9.497,222.35,-0.08,-0.04,0.0
9120,8558067,63.4404533,10.3488655,16.35,9.499,222.77,-0.09,-0.04,0.0
9133,8558107,63.4404532,10.3488653,16.36,9.503,223.6,-0.09,-0.04,0.01
9147,8558147,63.4404532,10.3488651,16.36,9.506,224.43,-0.09,-0.04,0.02
9151,8558167,63.4404531,10.3488651,16.36,9.507,224.85,-0.09,-0.04,0.02
9164,8558207,63.4404531,10.3488649,16.36,9.509,225.67,-0.09,-0.04,0.03
9179,8558247,63.440453,10.3488648,16.37,9.51,226.5,-0.1,-0.03,0.04
