latitude,longitude,altitude (m),northing (local m),easting (local m),ping number,elapsed (s),datetime,altitude (m above MSL),northing (UTM m),easting (UTM m),coordinate projection
63.44049075,10.34885699,-1.269,-7.183,18.412,60586,0.300,2026-04-22T17:06:17.035Z,15.011,7035377.447,567287.817,UTM zone 32N
63.44049395,10.34884292,-1.330,-6.827,17.710,60586,0.300,2026-04-22T17:06:17.035Z,14.950,7035377.789,567287.108,UTM zone 32N
63.44049676,10.34883056,-1.387,-6.514,17.094,60586,0.300,2026-04-22T17:06:17.035Z,14.893,7035378.089,567286.485,UTM zone 32N
63.44049908,10.34882034,-1.448,-6.255,16.583,60586,0.300,2026-04-22T17:06:17.035Z,14.832,7035378.337,567285.970,UTM zone 32N
63.44049987,10.34881684,-1.495,-6.166,16.409,60586,0.300,2026-04-22T17:06:17.035Z,14.785,7035378.421,567285.793,UTM zone 32N
63.44050094,10.34881217,-1.475,-6.048,16.176,60586,0.300,2026-04-22T17:06:17.035Z,14.805,7035378.535,567285.558,UTM zone 32N
63.44049066,10.34885773,-1.220,-7.194,18.450,60587,0.350,2026-04-22T17:06:17.085Z,15.060,7035377.437,567287.855,UTM zone 32N
63.44049393,10.34884336,-1.286,-6.829,17.732,60587,0.350,2026-04-22T17:06:17.085Z,14.994,7035377.787,567287.130,UTM zone 32N
63.44049676,10.34883092,-1.349,-6.514,17.111,60587,0.350,2026-04-22T17:06:17.085Z,14.931,7035378.089,567286.503,UTM zone 32N
63.44049915,10.34882041,-1.464,-6.247,16.587,60587,0.350,2026-04-22T17:06:17.085Z,14.816,7035378.345,567285.973,UTM zone 32N
63.44050115,10.34881164,-1.517,-6.024,16.149,60587,0.350,2026-04-22T17:06:17.085Z,14.763,7035378.558,567285.531,UTM zone 32N
63.44049051,10.34885803,-1.154,-7.210,18.465,60588,0.420,2026-04-22T17:06:17.155Z,15.186,7035377.421,567287.870,UTM zone 32N
63.44049389,10.34884331,-1.297,-6.833,17.730,60588,0.420,2026-04-22T17:06:17.155Z,15.043,7035377.783,567287.128,UTM zone 32N
63.44049674,10.34883088,-1.358,-6.516,17.110,60588,0.420,2026-04-22T17:06:17.155Z,14.982,7035378.087,567286.501,UTM zone 32N
63.44049969,10.34881804,-1.446,-6.187,16.469,60588,0.420,2026-04-22T17:06:17.155Z,14.894,7035378.402,567285.854,UTM zone 32N
63.44049081,10.34885710,-1.233,-7.177,18.418,60589,0.450,2026-04-22T17:06:17.185Z,15.107,7035377.454,567287.823,UTM zone 32N
63.44049352,10.34884526,-1.268,-6.874,17.827,60589,0.450,2026-04-22T17:06:17.185Z,15.072,7035377.744,567287.226,UTM zone 32N
63.44049605,10.34883424,-1.317,-6.592,17.277,60589,0.450,2026-04-22T17:06:17.185Z,15.023,7035378.014,567286.670,UTM zone 32N
63.44049717,10.34882942,-1.388,-6.468,17.036,60589,0.450,2026-04-22T17:06:17.185Z,14.952,7035378.133,567286.427,UTM zone 32N
63.44049978,10.34881801,-1.450,-6.177,16.467,60589,0.450,2026-04-22T17:06:17.185Z,14.890,7035378.412,567285.852,UTM zone 32N
63.44050083,10.34881342,-1.441,-6.060,16.238,60589,0.450,2026-04-22T17:06:17.185Z,14.899,7035378.524,567285.620,UTM zone 32N
63.44048899,10.34886470,-1.057,-7.380,18.797,60590,0.500,2026-04-22T17:06:17.235Z,15.283,7035377.259,567288.206,UTM zone 32N
63.44049065,10.34885752,-1.136,-7.195,18.439,60590,0.500,2026-04-22T17:06:17.235Z,15.204,7035377.436,567287.844,UTM zone 32N
63.44049382,10.34884374,-1.223,-6.841,17.751,60590,0.500,2026-04-22T17:06:17.235Z,15.117,7035377.775,567287.149,UTM zone 32N
63.44049576,10.34883536,-1.327,-6.625,17.333,60590,0.500,2026-04-22T17:06:17.235Z,15.013,7035377.983,567286.727,UTM zone 32N
63.44049701,10.34882992,-1.325,-6.486,17.062,60590,0.500,2026-04-22T17:06:17.235Z,15.015,7035378.116,567286.453,UTM zone 32N
63.44049855,10.34882324,-1.381,-6.314,16.728,60590,0.500,2026-04-22T17:06:17.235Z,14.959,7035378.280,567286.116,UTM zone 32N
63.44049973,10.34881812,-1.441,-6.182,16.473,60590,0.500,2026-04-22T17:06:17.235Z,14.899,7035378.407,567285.858,UTM zone 32N
63.44050130,10.34881124,-1.343,-6.008,16.129,60590,0.500,2026-04-22T17:06:17.235Z,14.997,7035378.574,567285.511,UTM zone 32N
63.44050140,10.34881084,-1.427,-5.996,16.109,60590,0.500,2026-04-22T17:06:17.235Z,14.913,7035378.585,567285.490,UTM zone 32N
63.44048912,10.34886407,-1.212,-7.365,18.766,60591,0.550,2026-04-22T17:06:17.285Z,15.128,7035377.273,567288.175,UTM zone 32N
63.44049200,10.34885148,-1.192,-7.044,18.137,60591,0.550,2026-04-22T17:06:17.285Z,15.148,7035377.581,567287.540,UTM zone 32N
63.44049582,10.34883491,-1.305,-6.618,17.310,60591,0.550,2026-04-22T17:06:17.285Z,15.035,7035377.989,567286.704,UTM zone 32N
63.44049881,10.34882195,-1.446,-6.285,16.664,60591,0.550,2026-04-22T17:06:17.285Z,14.894,7035378.308,567286.051,UTM zone 32N
63.44050083,10.34881315,-1.461,-6.060,16.225,60591,0.550,2026-04-22T17:06:17.285Z,14.879,7035378.524,567285.607,UTM zone 32N
63.44048868,10.34886562,-0.950,-7.414,18.843,60592,0.600,2026-04-22T17:06:17.335Z,15.390,7035377.226,567288.253,UTM zone 32N
63.44049063,10.34885724,-1.190,-7.197,18.425,60592,0.600,2026-04-22T17:06:17.335Z,15.150,7035377.434,567287.830,UTM zone 32N
63.44049392,10.34884291,-1.258,-6.830,17.710,60592,0.600,2026-04-22T17:06:17.335Z,15.082,7035377.785,567287.108,UTM zone 32N
63.44049552,10.34883596,-1.321,-6.652,17.363,60592,0.600,2026-04-22T17:06:17.335Z,15.019,7035377.956,567286.758,UTM zone 32N
63.44049721,10.34882858,-1.334,-6.463,16.995,60592,0.600,2026-04-22T17:06:17.335Z,15.006,7035378.137,567286.385,UTM zone 32N
63.44049907,10.34882056,-1.452,-6.256,16.594,60592,0.600,2026-04-22T17:06:17.335Z,14.888,7035378.335,567285.981,UTM zone 32N
63.44050076,10.34881317,-1.457,-6.067,16.226,60592,0.600,2026-04-22T17:06:17.335Z,14.883,7035378.516,567285.608,UTM zone 32N
63.44048875,10.34886499,-1.109,-7.406,18.812,60593,0.650,2026-04-22T17:06:17.385Z,15.231,7035377.233,567288.221,UTM zone 32N
63.44049206,10.34885059,-1.234,-7.037,18.093,60593,0.650,2026-04-22T17:06:17.385Z,15.106,7035377.586,567287.495,UTM zone 32N
63.44049382,10.34884291,-1.247,-6.841,17.710,60593,0.650,2026-04-22T17:06:17.385Z,15.093,7035377.774,567287.108,UTM zone 32N
63.44049449,10.34884001,-1.331,-6.767,17.565,60593,0.650,2026-04-22T17:06:17.385Z,15.009,7035377.846,567286.962,UTM zone 32N
63.44049699,10.34882909,-1.339,-6.487,17.020,60593,0.650,2026-04-22T17:06:17.385Z,15.001,7035378.113,567286.411,UTM zone 32N
63.44049854,10.34882234,-1.330,-6.315,16.683,60593,0.650,2026-04-22T17:06:17.385Z,15.010,7035378.279,567286.071,UTM zone 32N
63.44050023,10.34881499,-1.469,-6.126,16.316,60593,0.650,2026-04-22T17:06:17.385Z,14.871,7035378.459,567285.700,UTM zone 32N
63.44050116,10.34881092,-1.412,-6.023,16.113,60593,0.650,2026-04-22T17:06:17.385Z,14.928,7035378.559,567285.495,UTM zone 32N
63.44048507,10.34888074,-0.766,-7.816,19.598,60594,0.700,2026-04-22T17:06:17.435Z,15.574,7035376.840,567289.016,UTM zone 32N
63.44048860,10.34886533,-1.008,-7.423,18.829,60594,0.700,2026-04-22T17:06:17.435Z,15.332,7035377.216,567288.238,UTM zone 32N
63.44049044,10.34885725,-1.164,-7.218,18.425,60594,0.700,2026-04-22T17:06:17.435Z,15.176,7035377.413,567287.831,UTM zone 32N
63.44049315,10.34884542,-1.209,-6.916,17.835,60594,0.700,2026-04-22T17:06:17.435Z,15.131,7035377.703,567287.235,UTM zone 32N
63.44049439,10.34884001,-1.321,-6.778,17.565,60594,0.700,2026-04-22T17:06:17.435Z,15.019,7035377.834,567286.962,UTM zone 32N
63.44049698,10.34882867,-1.381,-6.488,16.999,60594,0.700,2026-04-22T17:06:17.435Z,14.959,7035378.112,567286.390,UTM zone 32N
63.44049842,10.34882241,-1.381,-6.329,16.687,60594,0.700,2026-04-22T17:06:17.435Z,14.959,7035378.265,567286.075,UTM zone 32N
63.44050125,10.34881004,-1.420,-6.012,16.069,60594,0.700,2026-04-22T17:06:17.435Z,14.920,7035378.568,567285.451,UTM zone 32N
63.44048858,10.34886505,-1.079,-7.425,18.815,60595,0.750,2026-04-22T17:06:17.485Z,15.251,7035377.214,567288.225,UTM zone 32N
63.44049035,10.34885730,-1.150,-7.228,18.428,60595,0.750,2026-04-22T17:06:17.485Z,15.180,7035377.403,567287.834,UTM zone 32N
63.44049306,10.34884547,-1.198,-6.926,17.837,60595,0.750,2026-04-22T17:06:17.485Z,15.132,7035377.692,567287.237,UTM zone 32N
63.44049676,10.34882921,-1.386,-6.514,17.026,60595,0.750,2026-04-22T17:06:17.485Z,14.944,7035378.087,567286.418,UTM zone 32N
63.44049841,10.34882202,-1.418,-6.330,16.667,60595,0.750,2026-04-22T17:06:17.485Z,14.912,7035378.263,567286.055,UTM zone 32N
63.44050114,10.34881008,-1.414,-6.025,16.071,60595,0.750,2026-04-22T17:06:17.485Z,14.916,7035378.556,567285.453,UTM zone 32N
63.44048848,10.34886504,-1.067,-7.437,18.814,60596,0.800,2026-04-22T17:06:17.535Z,15.263,7035377.202,567288.225,UTM zone 32N
63.44049031,10.34885691,-1.217,-7.232,18.408,60596,0.800,2026-04-22T17:06:17.535Z,15.113,7035377.398,567287.814,UTM zone 32N
63.44049295,10.34884546,-1.188,-6.939,17.837,60596,0.800,2026-04-22T17:06:17.535Z,15.142,7035377.680,567287.237,UTM zone 32N
63.44049554,10.34883404,-1.306,-6.649,17.267,60596,0.800,2026-04-22T17:06:17.535Z,15.024,7035377.957,567286.662,UTM zone 32N
63.44049675,10.34882870,-1.365,-6.514,17.001,60596,0.800,2026-04-22T17:06:17.535Z,14.965,7035378.086,567286.392,UTM zone 32N
63.44049830,10.34882196,-1.353,-6.341,16.664,60596,0.800,2026-04-22T17:06:17.535Z,14.977,7035378.252,567286.052,UTM zone 32N
63.44050009,10.34881411,-1.416,-6.142,16.272,60596,0.800,2026-04-22T17:06:17.535Z,14.914,7035378.443,567285.657,UTM zone 32N
63.44050091,10.34881051,-1.428,-6.051,16.093,60596,0.800,2026-04-22T17:06:17.535Z,14.902,7035378.531,567285.475,UTM zone 32N
63.44048832,10.34886531,-1.058,-7.445,18.815,60597,0.850,2026-04-22T17:06:17.585Z,15.272,7035377.185,567288.238,UTM zone 32N
63.44049015,10.34885715,-1.209,-7.242,18.409,60597,0.850,2026-04-22T17:06:17.585Z,15.121,7035377.380,567287.827,UTM zone 32N
63.44049671,10.34882836,-1.346,-6.511,16.976,60597,0.850,2026-04-22T17:06:17.585Z,14.984,7035378.081,567286.375,UTM zone 32N
63.44049843,10.34882073,-1.420,-6.319,16.596,60597,0.850,2026-04-22T17:06:17.585Z,14.910,7035378.265,567285.991,UTM zone 32N
63.44049980,10.34881467,-1.484,-6.167,16.294,60597,0.850,2026-04-22T17:06:17.585Z,14.846,7035378.411,567285.685,UTM zone 32N
63.44050095,10.34880973,-1.438,-6.039,16.048,60597,0.850,2026-04-22T17:06:17.585Z,14.892,7035378.534,567285.436,UTM zone 32N
63.44048823,10.34886529,-1.051,-7.456,18.814,60598,0.900,2026-04-22T17:06:17.635Z,15.279,7035377.175,567288.237,UTM zone 32N
63.44049005,10.34885712,-1.203,-7.252,18.407,60598,0.900,2026-04-22T17:06:17.635Z,15.127,7035377.369,567287.826,UTM zone 32N
63.44049333,10.34884274,-1.269,-6.887,17.691,60598,0.900,2026-04-22T17:06:17.635Z,15.061,7035377.720,567287.100,UTM zone 32N
63.44049504,10.34883523,-1.319,-6.697,17.318,60598,0.900,2026-04-22T17:06:17.635Z,15.011,7035377.902,567286.722,UTM zone 32N
63.44049617,10.34883029,-1.330,-6.571,17.072,60598,0.900,2026-04-22T17:06:17.635Z,15.000,7035378.023,567286.473,UTM zone 32N
63.44049670,10.34882790,-1.392,-6.512,16.953,60598,0.900,2026-04-22T17:06:17.635Z,14.938,7035378.079,567286.353,UTM zone 32N
63.44049843,10.34882025,-1.459,-6.319,16.572,60598,0.900,2026-04-22T17:06:17.635Z,14.871,7035378.264,567285.967,UTM zone 32N
63.44050013,10.34881285,-1.462,-6.130,16.204,60598,0.900,2026-04-22T17:06:17.635Z,14.868,7035378.446,567285.594,UTM zone 32N
63.44049001,10.34885715,-1.200,-7.256,18.409,60599,0.950,2026-04-22T17:06:17.685Z,15.130,7035377.365,567287.827,UTM zone 32N
63.44049329,10.34884276,-1.266,-6.891,17.693,60599,0.950,2026-04-22T17:06:17.685Z,15.064,7035377.716,567287.102,UTM zone 32N
63.44049492,10.34883568,-1.260,-6.710,17.340,60599,0.950,2026-04-22T17:06:17.685Z,15.070,7035377.890,567286.745,UTM zone 32N
63.44049657,10.34882837,-1.341,-6.526,16.976,60599,0.950,2026-04-22T17:06:17.685Z,14.989,7035378.066,567286.376,UTM zone 32N
63.44049742,10.34882455,-1.416,-6.432,16.786,60599,0.950,2026-04-22T17:06:17.685Z,14.914,7035378.157,567286.184,UTM zone 32N
63.44049819,10.34882122,-1.430,-6.347,16.620,60599,0.950,2026-04-22T17:06:17.685Z,14.900,7035378.238,567286.016,UTM zone 32N
63.44049935,10.34881607,-1.477,-6.217,16.364,60599,0.950,2026-04-22T17:06:17.685Z,14.853,7035378.362,567285.756,UTM zone 32N
63.44050081,10.34880971,-1.486,-6.055,16.047,60599,0.950,2026-04-22T17:06:17.685Z,14.844,7035378.518,567285.436,UTM zone 32N
63.44048821,10.34886509,-0.957,-7.457,18.804,60600,1.000,2026-04-22T17:06:17.735Z,15.373,7035377.173,567288.228,UTM zone 32N
63.44049255,10.34884580,-1.251,-6.974,17.844,60600,1.000,2026-04-22T17:06:17.735Z,15.079,7035377.636,567287.255,UTM zone 32N
63.44049520,10.34883423,-1.294,-6.679,17.268,60600,1.000,2026-04-22T17:06:17.735Z,15.036,7035377.919,567286.672,UTM zone 32N
63.44049609,10.34883032,-1.329,-6.580,17.073,60600,1.000,2026-04-22T17:06:17.735Z,15.001,7035378.014,567286.475,UTM zone 32N
63.44049662,10.34882793,-1.391,-6.521,16.954,60600,1.000,2026-04-22T17:06:17.735Z,14.939,7035378.071,567286.354,UTM zone 32N
63.44049757,10.34882362,-1.509,-6.415,16.740,60600,1.000,2026-04-22T17:06:17.735Z,14.821,7035378.172,567286.137,UTM zone 32N
63.44049879,10.34881841,-1.450,-6.279,16.480,60600,1.000,2026-04-22T17:06:17.735Z,14.880,7035378.303,567285.874,UTM zone 32N
63.44050078,10.34880972,-1.486,-6.058,16.048,60600,1.000,2026-04-22T17:06:17.735Z,14.844,7035378.515,567285.436,UTM zone 32N
63.44048510,10.34887917,-0.605,-7.803,19.505,60601,1.050,2026-04-22T17:06:17.785Z,15.725,7035376.841,567288.937,UTM zone 32N
63.44048878,10.34886262,-1.022,-7.394,18.681,60601,1.050,2026-04-22T17:06:17.785Z,15.308,7035377.233,567288.103,UTM zone 32N
63.44048997,10.34885718,-1.206,-7.261,18.410,60601,1.050,2026-04-22T17:06:17.785Z,15.124,7035377.361,567287.829,UTM zone 32N
63.44049257,10.34884585,-1.255,-6.972,17.846,60601,1.050,2026-04-22T17:06:17.785Z,15.075,7035377.638,567287.257,UTM zone 32N
63.44049473,10.34883633,-1.344,-6.732,17.372,60601,1.050,2026-04-22T17:06:17.785Z,14.986,7035377.869,567286.778,UTM zone 32N
63.44049643,10.34882892,-1.357,-6.542,17.004,60601,1.050,2026-04-22T17:06:17.785Z,14.973,7035378.051,567286.404,UTM zone 32N
63.44049750,10.34882414,-1.465,-6.423,16.766,60601,1.050,2026-04-22T17:06:17.785Z,14.865,7035378.164,567286.163,UTM zone 32N
63.44049892,10.34881798,-1.436,-6.264,16.459,60601,1.050,2026-04-22T17:06:17.785Z,14.894,7035378.317,567285.853,UTM zone 32N
63.44050070,10.34881024,-1.456,-6.067,16.074,60601,1.050,2026-04-22T17:06:17.785Z,14.874,7035378.507,567285.462,UTM zone 32N
63.44048811,10.34886565,-0.976,-7.469,18.832,60602,1.100,2026-04-22T17:06:17.835Z,15.324,7035377.162,567288.256,UTM zone 32N
63.44049202,10.34884835,-1.230,-7.033,17.971,60602,1.100,2026-04-22T17:06:17.835Z,15.070,7035377.580,567287.384,UTM zone 32N
63.44049635,10.34882941,-1.375,-6.551,17.028,60602,1.100,2026-04-22T17:06:17.835Z,14.925,7035378.042,567286.429,UTM zone 32N
63.44049754,10.34882413,-1.470,-6.418,16.765,60602,1.100,2026-04-22T17:06:17.835Z,14.830,7035378.169,567286.163,UTM zone 32N
63.44049896,10.34881797,-1.496,-6.261,16.459,60602,1.100,2026-04-22T17:06:17.835Z,14.804,7035378.320,567285.852,UTM zone 32N
63.44050085,10.34880976,-1.491,-6.050,16.050,60602,1.100,2026-04-22T17:06:17.835Z,14.809,7035378.523,567285.438,UTM zone 32N
63.44049004,10.34885715,-1.223,-7.254,18.409,60603,1.150,2026-04-22T17:06:17.885Z,15.077,7035377.368,567287.827,UTM zone 32N
63.44049285,10.34884488,-1.327,-6.941,17.798,60603,1.150,2026-04-22T17:06:17.885Z,14.973,7035377.668,567287.208,UTM zone 32N
63.44049518,10.34883477,-1.322,-6.681,17.295,60603,1.150,2026-04-22T17:06:17.885Z,14.978,7035377.917,567286.699,UTM zone 32N
63.44049628,10.34882991,-1.396,-6.559,17.053,60603,1.150,2026-04-22T17:06:17.885Z,14.904,7035378.035,567286.454,UTM zone 32N
63.44049773,10.34882361,-1.400,-6.397,16.740,60603,1.150,2026-04-22T17:06:17.885Z,14.900,7035378.190,567286.136,UTM zone 32N
63.44049858,10.34881985,-1.512,-6.303,16.552,60603,1.150,2026-04-22T17:06:17.885Z,14.788,7035378.280,567285.946,UTM zone 32N
63.44050028,10.34881245,-1.506,-6.113,16.184,60603,1.150,2026-04-22T17:06:17.885Z,14.794,7035378.462,567285.573,UTM zone 32N
63.44049283,10.34884529,-1.272,-6.943,17.819,60604,1.200,2026-04-22T17:06:17.935Z,15.028,7035377.666,567287.229,UTM zone 32N
63.44049524,10.34883476,-1.332,-6.675,17.295,60604,1.200,2026-04-22T17:06:17.935Z,14.968,7035377.924,567286.698,UTM zone 32N
63.44049757,10.34882458,-1.438,-6.416,16.788,60604,1.200,2026-04-22T17:06:17.935Z,14.862,7035378.172,567286.185,UTM zone 32N
63.44049854,10.34882031,-1.477,-6.307,16.575,60604,1.200,2026-04-22T17:06:17.935Z,14.823,7035378.277,567285.970,UTM zone 32N
63.44050058,10.34881156,-1.370,-6.080,16.140,60604,1.200,2026-04-22T17:06:17.935Z,14.930,7035378.494,567285.529,UTM zone 32N
63.44050088,10.34881024,-1.418,-6.047,16.074,60604,1.200,2026-04-22T17:06:17.935Z,14.882,7035378.526,567285.462,UTM zone 32N
63.44048879,10.34886311,-1.078,-7.393,18.705,60605,1.250,2026-04-22T17:06:17.985Z,15.222,7035377.235,567288.127,UTM zone 32N
63.44049287,10.34884526,-1.285,-6.939,17.817,60605,1.250,2026-04-22T17:06:17.985Z,15.015,7035377.671,567287.227,UTM zone 32N
63.44049775,10.34882401,-1.372,-6.395,16.759,60605,1.250,2026-04-22T17:06:17.985Z,14.928,7035378.193,567286.156,UTM zone 32N
63.44049861,10.34882026,-1.427,-6.300,16.572,60605,1.250,2026-04-22T17:06:17.985Z,14.873,7035378.284,567285.967,UTM zone 32N
63.44049903,10.34881839,-1.477,-6.253,16.480,60605,1.250,2026-04-22T17:06:17.985Z,14.823,7035378.329,567285.873,UTM zone 32N
63.44049999,10.34881423,-1.486,-6.146,16.273,60605,1.250,2026-04-22T17:06:17.985Z,14.814,7035378.431,567285.663,UTM zone 32N
63.44050103,10.34880975,-1.456,-6.031,16.049,60605,1.250,2026-04-22T17:06:17.985Z,14.844,7035378.542,567285.437,UTM zone 32N
63.44048830,10.34886564,-1.038,-7.448,18.831,60606,1.300,2026-04-22T17:06:18.035Z,15.262,7035377.183,567288.255,UTM zone 32N
63.44049010,10.34885766,-1.278,-7.247,18.434,60606,1.300,2026-04-22T17:06:18.035Z,15.022,7035377.375,567287.852,UTM zone 32N
63.44049295,10.34884525,-1.299,-6.930,17.817,60606,1.300,2026-04-22T17:06:18.035Z,15.001,7035377.680,567287.227,UTM zone 32N
63.44049782,10.34882399,-1.382,-6.387,16.758,60606,1.300,2026-04-22T17:06:18.035Z,14.918,7035378.200,567286.155,UTM zone 32N
63.44049868,10.34882023,-1.437,-6.292,16.571,60606,1.300,2026-04-22T17:06:18.035Z,14.863,7035378.292,567285.965,UTM zone 32N
63.44050006,10.34881420,-1.494,-6.139,16.271,60606,1.300,2026-04-22T17:06:18.035Z,14.806,7035378.439,567285.661,UTM zone 32N
63.44050109,10.34880971,-1.463,-6.023,16.048,60606,1.300,2026-04-22T17:06:18.035Z,14.837,7035378.550,567285.435,UTM zone 32N
63.44048838,10.34886525,-1.140,-7.438,18.812,60607,1.350,2026-04-22T17:06:18.085Z,15.160,7035377.192,567288.235,UTM zone 32N
63.44049297,10.34884520,-1.311,-6.927,17.814,60607,1.350,2026-04-22T17:06:18.085Z,14.989,7035377.682,567287.224,UTM zone 32N
63.44049515,10.34883568,-1.390,-6.685,17.340,60607,1.350,2026-04-22T17:06:18.085Z,14.910,7035377.915,567286.744,UTM zone 32N
63.44049785,10.34882393,-1.390,-6.384,16.755,60607,1.350,2026-04-22T17:06:18.085Z,14.910,7035378.203,567286.152,UTM zone 32N
63.44049871,10.34882017,-1.444,-6.289,16.568,60607,1.350,2026-04-22T17:06:18.085Z,14.856,7035378.295,567285.962,UTM zone 32N
63.44050072,10.34881144,-1.390,-6.065,16.134,60607,1.350,2026-04-22T17:06:18.085Z,14.910,7035378.510,567285.522,UTM zone 32N
63.44048834,10.34886562,-1.060,-7.442,18.830,60608,1.400,2026-04-22T17:06:18.135Z,15.240,7035377.188,567288.253,UTM zone 32N
63.44049020,10.34885748,-1.211,-7.236,18.425,60608,1.400,2026-04-22T17:06:18.135Z,15.089,7035377.386,567287.843,UTM zone 32N
63.44049303,10.34884508,-1.240,-6.920,17.808,60608,1.400,2026-04-22T17:06:18.135Z,15.060,7035377.689,567287.218,UTM zone 32N
63.44049565,10.34883364,-1.345,-6.629,17.238,60608,1.400,2026-04-22T17:06:18.135Z,14.955,7035377.968,567286.641,UTM zone 32N
63.44049699,10.34882778,-1.384,-6.480,16.947,60608,1.400,2026-04-22T17:06:18.135Z,14.916,7035378.111,567286.346,UTM zone 32N
63.44049797,10.34882348,-1.439,-6.371,16.733,60608,1.400,2026-04-22T17:06:18.135Z,14.861,7035378.216,567286.129,UTM zone 32N
63.44050083,10.34881099,-1.426,-6.052,16.111,60608,1.400,2026-04-22T17:06:18.135Z,14.874,7035378.522,567285.499,UTM zone 32N
63.44048827,10.34886565,-1.064,-7.450,18.832,60609,1.450,2026-04-22T17:06:18.185Z,15.186,7035377.180,567288.255,UTM zone 32N
63.44049000,10.34885805,-1.223,-7.258,18.453,60609,1.450,2026-04-22T17:06:18.185Z,15.027,7035377.365,567287.872,UTM zone 32N
