angle_deg,real_sonar_range_m,gazebo_lidar_range_m,angle_error_deg,range_error_m
-33.99999866940647,3.0668943654745817,4.236398220062256,-3.4150945822375434e-06,-1.1695038545876741
-26.99999904379616,3.5137695958837867,3.985596179962158,1.9999895257801015,-0.4718265840783715
-22.000000043023345,4.029394593089819,3.8259222507476807,1.4999868082497834,0.2034723423421383
-18.000000500895634,4.235644591972232,3.8246107101440425,1.9999835493645755,0.41103388182818934
-15.999999876058132,4.338769591413438,3.8246107101440425,-1.707547292717493e-05,0.5141588812693958
