packet_index,time_boot_ms,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
12,5482887,37.550533294677734,19.44818687438965,16.727462768554688,0.00944551918655634,0.03232239559292793,0.04883108660578728
17,5482927,37.55229187011719,19.448888778686523,16.713708877563477,0.011319594457745552,0.0398520864546299,0.03793293982744217
31,5482967,37.55457305908203,19.449796676635742,16.6988582611084,0.014191539026796818,0.04595046117901802,0.027766209095716476
44,5482987,37.55569076538086,19.450428009033203,16.69211196899414,0.0157659649848938,0.04878450557589531,0.02313755452632904
49,5483027,37.557838439941406,19.451812744140625,16.679771423339844,0.018964175134897232,0.05311419814825058,0.015952691435813904
63,5483067,37.559940338134766,19.453447341918945,16.67095184326172,0.022328175604343414,0.05661243572831154,0.011351149529218674
75,5483087,37.56098175048828,19.454345703125,16.66695213317871,0.02391056902706623,0.058400958776474,0.009808527305722237
80,5483127,37.56363296508789,19.455759048461914,16.659704208374023,0.027767028659582138,0.06133275106549263,0.008465695194900036
94,5483167,37.566768646240234,19.456899642944336,16.658483505249023,0.03146127983927727,0.0638701468706131,0.009758150205016136
106,5483187,37.56829833984375,19.457578659057617,16.657981872558594,0.03328297659754753,0.06545596569776535,0.010934676975011826
111,5483227,37.5713005065918,19.459157943725586,16.657224655151367,0.03677239269018173,0.0691085159778595,0.01438882201910019
125,5483267,37.57423400878906,19.461036682128906,16.661659240722656,0.03986087068915367,0.07353055477142334,0.019538655877113342
137,5483287,37.575721740722656,19.46216583251953,16.663795471191406,0.041441723704338074,0.07611977308988571,0.02233363687992096
143,5483327,37.578880310058594,19.464101791381836,16.667829513549805,0.044688060879707336,0.08121206611394882,0.027216175571084023
157,5483367,37.58224868774414,19.466007232666016,16.673572540283203,0.04779708385467529,0.08610432595014572,0.031044976785779
171,5483387,37.58390426635742,19.467100143432617,16.676271438598633,0.04950938746333122,0.08863749355077744,0.03229638561606407
176,5483427,37.587188720703125,19.469552993774414,16.68133544921875,0.05345963314175606,0.09288480132818222,0.03314455226063728
189,5483447,37.588829040527344,19.470895767211914,16.682300567626953,0.055566564202308655,0.09480837732553482,0.0324457623064518
202,5483487,37.592140197753906,19.473787307739258,16.684120178222656,0.06058591231703758,0.09817066043615341,0.02906961739063263
207,5483527,37.595802307128906,19.476573944091797,16.685609817504883,0.0661938264966011,0.1000826433300972,0.02348116785287857
220,5483547,37.59779739379883,19.477876663208008,16.68329429626465,0.06931456923484802,0.10010060667991638,0.01898244395852089
234,5483587,37.60192108154297,19.480682373046875,16.678955078125,0.0761924684047699,0.0984259620308876,0.00875500775873661
239,5483627,37.60608673095703,19.483448028564453,16.674829483032227,0.0831470787525177,0.0947415754199028,-0.003230910049751401
252,5483647,37.60822296142578,19.484817504882812,16.669641494750977,0.08658722788095474,0.09191405028104782,-0.010364512912929058
266,5483687,37.61260223388672,19.487464904785156,16.65986442565918,0.09340237081050873,0.08498457819223404,-0.024691583588719368
271,5483727,37.61751937866211,19.489561080932617,16.650737762451172,0.09956108033657074,0.07644299417734146,-0.039076581597328186
283,5483747,37.620201110839844,19.490354537963867,16.64478874206543,0.10250913351774216,0.07136137038469315,-0.04648420959711075
297,5483787,37.625579833984375,19.49176597595215,16.633481979370117,0.1073584035038948,0.06082135811448097,-0.060872260481119156
302,5483827,37.630958557128906,19.492902755737305,16.622827529907227,0.11085537075996399,0.04959139972925186,-0.07509743422269821
314,5483847,37.63364028930664,19.493362426757812,16.61849594116211,0.11192122101783752,0.04422517865896225,-0.08170679211616516
328,5483887,37.63905715942383,19.49408721923828,16.60989761352539,0.1127820536494255,0.03323056548833847,-0.09557342529296875
333,5483927,37.64445877075195,19.494388580322266,16.601743698120117,0.11247636377811432,0.024134214967489243,-0.10927047580480576
345,5483947,37.64720153808594,19.49440574645996,16.601015090942383,0.11204762756824493,0.019987192004919052,-0.11553493142127991
360,5483987,37.652523040771484,19.494314193725586,16.5988826751709,0.10997883975505829,0.013339824043214321,-0.1287548840045929
368,5484027,37.65760803222656,19.494112014770508,16.59589385986328,0.10704004019498825,0.008567353710532188,-0.1421048492193222
377,5484047,37.66006088256836,19.493989944458008,16.598669052124023,0.10545683652162552,0.007062598131597042,-0.14805418252944946
391,5484087,37.6647834777832,19.49374008178711,16.60276222229004,0.10224892944097519,0.004991562105715275,-0.1594734489917755
395,5484107,37.66706466674805,19.493623733520508,16.604143142700195,0.10080382972955704,0.004446656443178654,-0.16462518274784088
408,5484147,37.67212677001953,19.493087768554688,16.610553741455078,0.09867563843727112,0.0040709953755140305,-0.17236222326755524
422,5484187,37.676856994628906,19.492660522460938,16.61910629272461,0.09702972322702408,0.004254093859344721,-0.17628106474876404
426,5484207,37.67914962768555,19.492488861083984,16.622575759887695,0.09650147706270218,0.004338805563747883,-0.1770065724849701
439,5484247,37.68362045288086,19.49220848083496,16.630754470825195,0.09512793272733688,0.0037968663964420557,-0.1750662475824356
453,5484287,37.687931060791016,19.491962432861328,16.639558792114258,0.0940609872341156,0.0017564756562933326,-0.16849073767662048
458,5484307,37.69003677368164,19.4918270111084,16.643310546875,0.09343178570270538,0.000273972429567948,-0.16360685229301453
471,5484347,37.694332122802734,19.491151809692383,16.650991439819336,0.09138672798871994,-0.0036476105451583862,-0.1499563604593277
487,5484387,37.69841766357422,19.490388870239258,16.657609939575195,0.08852963894605637,-0.009506680071353912,-0.13270196318626404
491,5484407,37.70037841796875,19.489948272705078,16.66059112548828,0.08654636144638062,-0.012862969189882278,-0.12300088256597519
504,5484447,37.704185485839844,19.4888916015625,16.664443969726562,0.08166743069887161,-0.020520001649856567,-0.10222361236810684
518,5484487,37.707611083984375,19.48761558532715,16.66670799255371,0.07540841400623322,-0.028448006138205528,-0.08244767040014267
522,5484507,37.70920181274414,19.486881256103516,16.66783905029297,0.07182502001523972,-0.03258906677365303,-0.07301674038171768
536,5484547,37.712337493896484,19.4847412109375,16.668352127075195,0.06387598067522049,-0.040851663798093796,-0.0566444955766201
550,5484587,37.71506118774414,19.482393264770508,16.666589736938477,0.05561500042676926,-0.04848804324865341,-0.04424121603369713
554,5484607,37.716270446777344,19.48114776611328,16.665863037109375,0.05130627751350403,-0.05179367959499359,-0.03987075015902519
568,5484647,37.7183837890625,19.478519439697266,16.662094116210938,0.04306115582585335,-0.05840033292770386,-0.035408370196819305
582,5484687,37.720123291015625,19.47571563720703,16.656349182128906,0.03566402196884155,-0.06449098885059357,-0.03724042326211929
586,5484707,37.72087097167969,19.47425079345703,16.653640747070312,0.03237146511673927,-0.06731818616390228,-0.040233734995126724
599,5484747,37.723106384277344,19.47113037109375,16.647430419921875,0.027189461514353752,-0.07284965366125107,-0.05086475983262062
604,5484767,37.724082946777344,19.46954917907715,16.643815994262695,0.02573143132030964,-0.07548389583826065,-0.05799964815378189
617,5484807,37.72587203979492,19.466279983520508,16.636611938476562,0.02442876435816288,-0.08028341829776764,-0.07503490895032883
630,5484847,37.7275505065918,19.462865829467773,16.630001068115234,0.026216013357043266,-0.08512300997972488,-0.09398462623357773
635,5484867,37.7283935546875,19.461105346679688,16.62691879272461,0.02810938097536564,-0.08754435181617737,-0.10353709012269974
648,5484907,37.73014831542969,19.457469940185547,16.620407104492188,0.034025948494672775,-0.0922364667057991,-0.12171459197998047
661,5484947,37.73326110839844,19.453277587890625,16.616262435913086,0.043033212423324585,-0.09702122956514359,-0.13652046024799347
667,5484967,37.73487854003906,19.451141357421875,16.615110397338867,0.04799804091453552,-0.09947750717401505,-0.14164119958877563
680,5485007,37.73833465576172,19.446666717529297,16.612104415893555,0.05888703837990761,-0.10496627539396286,-0.14707857370376587
693,5485047,37.742008209228516,19.442138671875,16.611326217651367,0.06954757124185562,-0.11026139557361603,-0.1440904587507248
698,5485067,37.74394226074219,19.4398193359375,16.61198616027832,0.07451418042182922,-0.11272676289081573,-0.13914746046066284
711,5485107,37.747989654541016,19.435070037841797,16.613008499145508,0.08352141827344894,-0.11763858795166016,-0.12329079955816269
724,5485147,37.7527961730957,19.429170608520508,16.615528106689453,0.09044095128774643,-0.12248718738555908,-0.10005869716405869
729,5485167,37.755218505859375,19.42621421813965,16.61713409423828,0.09307444095611572,-0.12463904917240143,-0.08644548058509827
742,5485207,37.76007080078125,19.420299530029297,16.620513916015625,0.09652982652187347,-0.1279458850622177,-0.05723061412572861
755,5485247,37.764862060546875,19.4144229888916,16.62177276611328,0.09724289178848267,-0.1293252557516098,-0.027980947867035866
760,5485267,37.7672119140625,19.41151237487793,16.62148666381836,0.09682043641805649,-0.1294889897108078,-0.013986478559672832
774,5485307,37.77186965942383,19.405654907226562,16.62171173095703,0.09463567286729813,-0.12812580168247223,0.012319051660597324
787,5485347,37.77676773071289,19.400331497192383,16.618562698364258,0.09122536331415176,-0.12461681663990021,0.03319251537322998
792,5485367,37.77909469604492,19.39775276184082,16.61516761779785,0.08921626210212708,-0.1223970353603363,0.04133686423301697
807,5485407,37.78351974487305,19.392797470092773,16.6096248626709,0.08504011482000351,-0.11662708967924118,0.05343295633792877
811,5485427,37.785614013671875,19.390430450439453,16.607379913330078,0.08290591090917587,-0.11366982758045197,0.05735005438327789
825,5485467,37.78959274291992,19.38592529296875,16.59283447265625,0.07871286571025848,-0.10697778314352036,0.05954916030168533
838,5485507,37.79330062866211,19.38173484802246,16.58050537109375,0.07469934970140457,-0.10031331330537796,0.05743315443396568
842,5485527,37.79545211791992,19.3796443939209,16.57488441467285,0.07284381985664368,-0.09703171998262405,0.055241070687770844
856,5485567,37.79949188232422,19.37570571899414,16.558609008789062,0.06904566287994385,-0.0908810943365097,0.047846898436546326
870,5485607,37.80308532714844,19.37222671508789,16.544349670410156,0.06561857461929321,-0.08588326722383499,0.039990317076444626
884,5485627,37.805030822753906,19.370241165161133,16.538042068481445,0.06361136585474014,-0.08315584808588028,0.03553996980190277
889,5485667,37.80833435058594,19.366952896118164,16.527379989624023,0.06036417931318283,-0.07873687148094177,0.02823716774582863
902,5485707,37.81138610839844,19.363872528076172,16.518009185791016,0.05678635835647583,-0.07478764653205872,0.022417891770601273
906,5485727,37.813297271728516,19.362390518188477,16.513591766357422,0.05523279681801796,-0.07240220159292221,0.020053327083587646
