packet_index,time_boot_ms,roll_rad,pitch_rad,yaw_rad,roll_deg,pitch_deg,yaw_deg,rollspeed_radps,pitchspeed_radps,yawspeed_radps
11,3370647,-0.03356308862566948,0.014070944860577583,-2.2565982341766357,-1.9230233256743996,0.806205754272392,-129.29355487499544,-0.03790467232465744,0.016322579234838486,-0.03504753112792969
26,3370687,-0.03269215673208237,0.014171278104186058,-2.258134126663208,-1.8731226039285211,0.8119544256760156,-129.38155503226187,-0.005922621116042137,0.007941914722323418,-0.03583488613367081
31,3370727,-0.030681803822517395,0.01390930451452732,-2.259845733642578,-1.757937866878603,0.796944444644678,-129.47962288836493,0.02527480199933052,0.0009263660758733749,-0.03833083063364029
43,3370747,-0.029427776113152504,0.01388227753341198,-2.2607951164245605,-1.6860873717395366,0.7953959126937891,-129.5340185149149,0.038695961236953735,-0.0014409590512514114,-0.04036036133766174
55,3370787,-0.026708615943789482,0.013594928197562695,-2.2629120349884033,-1.5302909702149572,0.7789320085037378,-129.65530901419598,0.05913214012980461,-0.0038033723831176758,-0.046038269996643066
62,3370827,-0.023972170427441597,0.013701973482966423,-2.2651894092559814,-1.3735041912607262,0.7850652515741449,-129.78579294809992,0.06952314078807831,-0.0028561241924762726,-0.05204864591360092
74,3370847,-0.022757021710276604,0.013774098828434944,-2.2663886547088623,-1.3038812982864358,0.7891977294654141,-129.85450465115025,0.07036083936691284,-0.0005367696285247803,-0.054667506366968155
89,3370887,-0.020836077630519867,0.014175141230225563,-2.2687947750091553,-1.193819309835733,0.8121757664938064,-129.99236518935777,0.06442223489284515,0.0044000837951898575,-0.058632947504520416
94,3370927,-0.019774165004491806,0.015101848170161247,-2.2710742950439453,-1.1329761981526711,0.8652721629976046,-130.12297206666676,0.04799420014023781,0.013896770775318146,-0.05881434306502342
106,3370947,-0.01971442624926567,0.015685126185417175,-2.272073268890381,-1.1295534196048485,0.8986915315545365,-130.18020905191148,0.03724713623523712,0.018363358452916145,-0.05735325068235397
117,3370987,-0.020619485527276993,0.017483796924352646,-2.2736806869506836,-1.1814094964440547,1.001747773629216,-130.27230732267992,0.009340912103652954,0.031232133507728577,-0.05035977065563202
125,3371027,-0.022704096511006355,0.019556984305381775,-2.274783134460449,-1.3008489077383618,1.1205326607019657,-130.3354729121242,-0.02182343602180481,0.04311933368444443,-0.03950412943959236
137,3371047,-0.024180157110095024,0.020813612267374992,-2.27514386177063,-1.3854209503716943,1.192532139342303,-130.35614106455265,-0.03788742423057556,0.04910742864012718,-0.033008821308612823
148,3371087,-0.02794373594224453,0.02335125021636486,-2.2754108905792236,-1.6010581333186362,1.337928083751657,-130.3714406882935,-0.06869138777256012,0.05904967337846756,-0.01894770935177803
156,3371127,-0.03263022378087044,0.02621450647711754,-2.2752017974853516,-1.8695741072112881,1.5019805831571948,-130.35946053648928,-0.09585487842559814,0.06636925786733627,-0.00490664504468441
168,3371147,-0.03515377640724182,0.02749781869351864,-2.274974822998047,-2.0141630220815228,1.5755089569545573,-130.34645585630957,-0.10776502639055252,0.06865176558494568,0.0015523452311754227
179,3371187,-0.04069438949227333,0.030128398910164833,-2.2742655277252197,-2.3316167677687867,1.726230101038994,-130.305816230748,-0.12709076702594757,0.06841333210468292,0.012353343889117241
188,3371227,-0.046613771468400955,0.032506320625543594,-2.27333664894104,-2.670772372326709,1.862474979342706,-130.25259539673527,-0.140093132853508,0.0650276392698288,0.02061481773853302
201,3371248,-0.04937611520290375,0.033557187765836716,-2.272825002670288,-2.829043009878125,1.922685231310484,-130.22328022481756,-0.14327989518642426,0.061479352414608,0.023479659110307693
214,3371287,-0.05491776764392853,0.03549493849277496,-2.271695375442505,-3.1465563062772155,2.033710169712453,-130.15855735224252,-0.14454346895217896,0.054416224360466,0.028029024600982666
218,3371307,-0.057425323873758316,0.03621971979737282,-2.2710816860198975,-3.290228695138199,2.0752370795358956,-130.1233955383953,-0.14195455610752106,0.049852728843688965,0.029696261510252953
231,3371347,-0.06205672398209572,0.03756452724337578,-2.2697482109069824,-3.5555883745823644,2.152288870449633,-130.04699304233955,-0.131870836019516,0.039480067789554596,0.0324859656393528
247,3371387,-0.06589242070913315,0.03830526024103165,-2.2681689262390137,-3.7753576085337524,2.194729744961388,-129.9565066962152,-0.11642103642225266,0.029060909524559975,0.03625613823533058
251,3371407,-0.06749315559864044,0.03852125629782677,-2.2672882080078125,-3.8670729618218607,2.2071054074072163,-129.90604525862716,-0.10719642788171768,0.02276688814163208,0.03843406215310097
264,3371447,-0.06988612562417984,0.0384204275906086,-2.2653470039367676,-4.0041800447865805,2.201328348029855,-129.79482245818267,-0.08563459664583206,0.009329315274953842,0.04338438808917999
278,3371487,-0.07111441344022751,0.037617769092321396,-2.263184070587158,-4.0745557526734535,2.1553394036876896,-129.67089550588196,-0.05970890074968338,-0.007456464692950249,0.04819617420434952
282,3371507,-0.07129137217998505,0.03700388967990875,-2.262019157409668,-4.084694741609514,2.1201667042264742,-129.6041508973126,-0.045224081724882126,-0.015835914760828018,0.050313178449869156
296,3371547,-0.07080522179603577,0.03533997759222984,-2.2596540451049805,-4.056840376400556,2.024831564121671,-129.46863994417953,-0.016553906723856926,-0.03218929469585419,0.05342758446931839
307,3371587,-0.06925021857023239,0.03356371447443962,-2.2570858001708984,-3.9677452544327942,1.9230591841675422,-129.3214903487008,0.011388812214136124,-0.04313364624977112,0.05706815421581268
314,3371607,-0.06814999133348465,0.032472822815179825,-2.2557458877563477,-3.9047068772618077,1.8605556961859324,-129.24471902242985,0.025330394506454468,-0.04817529767751694,0.05871253460645676
328,3371647,-0.06542714685201645,0.030953198671340942,-2.2529475688934326,-3.7486993802031927,1.7734876462977833,-129.08438716185296,0.04913906008005142,-0.050822995603084564,0.06281124800443649
341,3371687,-0.06188349798321724,0.029458390548825264,-2.2499778270721436,-3.5456632559446897,1.6878414496957606,-128.9142334892496,0.06938061118125916,-0.04742615297436714,0.06710515916347504
355,3371707,-0.059950895607471466,0.029058221727609634,-2.248443365097046,-3.4349332963375008,1.6649134651473798,-128.8263152942532,0.07837112993001938,-0.04343133047223091,0.06958984583616257
370,3371747,-0.05564098432660103,0.028211483731865883,-2.245232582092285,-3.187993569867802,1.6163989516378965,-128.64235097914806,0.09371185302734375,-0.03315567225217819,0.07479305565357208
373,3371787,-0.05099323391914368,0.027910389006137848,-2.241948366165161,-2.921697087290287,1.599147494620031,-128.45417926751423,0.10608018934726715,-0.023666922003030777,0.07897061109542847
387,3371807,-0.048427797853946686,0.027921050786972046,-2.2402215003967285,-2.7747084281438505,1.599758369663924,-128.3552371471974,0.11121094226837158,-0.0174544807523489,0.08062288165092468
390,3371847,-0.04337812960147858,0.028194120153784752,-2.2369935512542725,-2.485383749336226,1.6154040918966017,-128.1702892848518,0.11910329759120941,-0.0065257735550403595,0.08206352591514587
407,3371887,-0.038240768015384674,0.028906937688589096,-2.23378849029541,-2.191034612620411,1.6562455282038104,-127.98665281882685,0.12398312240839005,0.004735821858048439,0.08238174021244049
411,3371907,-0.03563566878437996,0.029421348124742508,-2.232229232788086,-2.0417734214710643,1.6857190751328848,-127.89731394448309,0.12580905854701996,0.009796291589736938,0.0820385068655014
424,3371947,-0.030551932752132416,0.030644215643405914,-2.22910475730896,-1.7504968026646972,1.7557842228559335,-127.71829468633705,0.12677985429763794,0.020186861976981163,0.08104775846004486
428,3371967,-0.028048649430274963,0.031206704676151276,-2.2275514602661133,-1.6070692333967764,1.7880124704546385,-127.62929732145179,0.12633612751960754,0.023724470287561417,0.08055818825960159
442,3372007,-0.023272987455129623,0.032473959028720856,-2.22445011138916,-1.3334439578398378,1.8606207964264592,-127.45160312000473,0.1230073869228363,0.027769265696406364,0.08000659942626953
455,3372047,-0.01885531097650528,0.03348882123827934,-2.221388578414917,-1.0803297403604475,1.9187681178214817,-127.27619020174046,0.1163748949766159,0.028346126899123192,0.07937000691890717
459,3372067,-0.016848213970661163,0.033909328281879425,-2.2198429107666016,-0.9653315528522353,1.9428613966752901,-127.18762996896209,0.11193831264972687,0.026628876104950905,0.07910521328449249
473,3372107,-0.013030040077865124,0.03418859466910362,-2.2166123390197754,-0.7465663033479861,1.958862182023103,-127.00253184245473,0.10111081600189209,0.018783297389745712,0.07940813899040222
486,3372147,-0.009602554142475128,0.03390662372112274,-2.2133266925811768,-0.5501858249096903,1.9427064367584954,-126.81427816855084,0.09038173407316208,0.005470322445034981,0.08129603415727615
490,3372167,-0.007958043366670609,0.03339999541640282,-2.2116918563842773,-0.45596229809230654,1.913678773116176,-126.72060895427329,0.08624155074357986,-0.002235325053334236,0.08226056396961212
505,3372207,-0.004693679045885801,0.03191985562443733,-2.2084853649139404,-0.2689279997182475,1.8288730099471822,-126.53689052597828,0.08068590611219406,-0.020313315093517303,0.08316782861948013
518,3372247,-0.001587736769579351,0.029753150418400764,-2.205338478088379,-0.09097061587463208,1.7047299461922634,-126.3565871922683,0.07722289115190506,-0.038544945418834686,0.08286760002374649
522,3372267,-7.474562880815938e-05,0.02837146446108818,-2.2038533687591553,-0.004282609067758994,1.6255651722257594,-126.27149669558827,0.07601110637187958,-0.04771913215517998,0.08177131414413452
